,B Cells,Basal,Endothelial,Fibroblasts,Intercalated,Ionocytes,Macrophages,Mucous,Myoepithelial,Myofibroblasts,RBCs,Schwann Cells,Seromucous,Serous,Striated,T Cells
ARF4,0.0,0.0,0.0,0.0,0.9087374130884807,0.0,0.0,0.9078747630119324,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
FAM3D,0.0,0.0,0.0,0.0,0.8949861685434978,0.0,0.0,0.9225762049357097,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
ARL6IP5,0.0,0.0,0.0,0.0,0.9156277179718018,0.9531566580136617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
FOXP1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL24,0.00039536555608113606,0.23131274779637653,0.054058535893758135,0.07204755942026773,0.15390849113464355,0.1259998559951782,0.06716403961181641,0.11857310930887859,0.18576855659484864,0.09619632959365845,0.0,0.02156811555226644,0.0011163671811421712,0.013180764516194661,0.036699577172597246,0.10902378161748251
NFKBIZ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V1A,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZBTB20,0.0,0.0,0.0,0.9410795013109843,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NDUFB4,0.0,0.0,0.0,0.0,0.8981086889902751,0.9341079910596212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
MYLK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNBP,0.0,0.0,0.0,0.0,0.9046080668767293,0.9362139900525411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
H1-10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TM4SF1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF13,0.0,0.0,0.0,0.0,0.0,0.9870519240697225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
SERP1,0.5276310761769613,0.523697022596995,0.0,0.0,0.5895130435625712,0.6014012773831685,0.49674655199050904,0.6315026680628458,0.0,0.0,0.0,0.0,0.4666666666666667,0.5654189387957255,0.5147226730982463,0.0
SSR3,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9353716890017192,0.0,0.0
CCNL1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC62,0.0,0.0,0.0,0.0,0.8739290595054626,0.0,0.0,0.9367150783538818,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
RPL22L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NDUFB5,0.0,0.0,0.0,0.0,0.0,0.9622904856999716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
AP2M1,0.0,0.0,0.0,0.0,0.0,0.9918233275413513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
EIF4A2,0.0,0.8243941942850749,0.0,0.0,0.7736809015274048,0.8318933248519897,0.0,0.0,0.8147799809773763,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0
APOD,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUC20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MELTF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RPL35A,0.0006448586781819661,0.25100770394007366,0.09021685520807902,0.08398295640945434,0.1614944616953532,0.18435669740041097,0.0873177687327067,0.13983763853708903,0.1751087228457133,0.0994858980178833,0.0,0.007869426409403484,0.003196235497792562,0.007396411895751953,0.06207050879796346,0.12458215951919556
ATP5ME,0.0,0.0,0.0,0.0,0.8240721980730693,0.0,0.0,0.8309577306111654,0.0,0.0,0.0,0.0,0.0,0.8,0.8587415814399719,0.0
LRPAP1,0.0,0.0,0.0,0.0,0.8976333538691202,0.0,0.0,0.914699109395345,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
MRFAP1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLNK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOD3,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.9359191338221232,0.0,0.0,0.0,0.0,0.0,0.0
RPL9,0.0064150015513102215,0.2778106927871704,0.1141292929649353,0.10508271058400472,0.1666149934132894,0.15375301837921143,0.12030133803685507,0.13557910521825153,0.23965238332748412,0.12634441057840984,0.02131861448287964,0.0,0.009018421173095703,0.010718560218811036,0.07250887950261434,0.13688658873240153
SMIM14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OCIAD1,0.0,0.0,0.0,0.0,0.9719861110051473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
OCIAD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
IGFBP7,0.0,0.0,0.0,0.8942237854003906,0.0,0.0,0.0,0.0,0.0,0.8922258098920186,0.0,0.8666666666666667,0.0,0.0,0.0,0.0
TMPRSS11E,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STATH,0.024623759587605796,0.0025493741035461427,0.01489395300547282,0.009861910343170166,0.0588074803352356,0.0,0.026822249094645183,0.0011882861455281577,0.005081276098887126,0.017732409636179607,0.04782062768936157,0.031530539194742836,0.064739990234375,0.0804647167523702,0.026598445574442544,0.02689431111017863
HTN3,0.027990067005157472,0.013214536507924398,0.03023001750310262,0.021211151281992593,0.0,0.0038564324378967283,0.03381503820419311,0.004727451006571451,0.0156892458597819,0.03201208511988322,0.05508248408635457,0.05535852909088135,0.05157479445139567,0.09303870201110839,0.03086752494176229,0.039416650931040444
HTN1,0.040781875451405845,0.009891406695048014,0.027444934844970702,0.020271201928456623,0.0,0.006276806195576985,0.03758198817571004,0.00796956221262614,0.014386451244354248,0.026133918762207033,0.05917393763860067,0.048472734292348225,0.0747088630994161,0.08002147277196249,0.04115489323933919,0.04127686818440755
PRR27,0.0476229190826416,0.006018908818562826,0.037651554743448896,0.01352773904800415,0.27968847354253135,0.009644647439320883,0.05384379227956136,0.0,0.007645046710968018,0.02452465295791626,0.1282216509183248,0.1091498851776123,0.23064043124516806,0.1701405882835388,0.038411541779836016,0.08588358958562216
ODAM,0.0,0.0,0.0,0.0,0.9759440501530965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
FDCSP,0.0480509082476298,0.023622604211171468,0.05837361812591553,0.048408965269724526,0.4056517402331034,0.0,0.07836004495620727,0.027518276373545328,0.05855402151743571,0.09466371933619182,0.14271040360132853,0.14974339405695597,0.23625576496124268,0.004660999774932862,0.0902954657872518,0.12355426947275798
SMR3B,0.032502245903015134,0.008374432722727457,0.030274645487467448,0.01967420180638631,0.0,0.003940478960673014,0.03696446816126506,0.006622910499572754,0.013620487848917643,0.026931464672088623,0.06405475536982218,0.06235494613647461,0.08275686105092367,0.1278615156809489,0.033576401074727376,0.04254108270009359
MUC7,0.019876718521118164,0.0,0.013451866308848063,0.05462693770726522,0.5610873103141785,0.0005516568819681803,0.049054988225301105,0.1433862288792928,0.013804372151692708,0.039712023735046384,0.14569146235783895,0.003310680389404297,0.20154003699620565,0.002588168780008952,0.09257979790369669,0.10713680982589721
JCHAIN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRSF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CXCL2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNI,0.0,0.6004889925320943,0.0,0.5875183979670207,0.6045092980066935,0.7056418299674988,0.0,0.5905840158462524,0.6129299243291219,0.5698391675949097,0.0,0.0,0.0,0.5333333333333333,0.0,0.0
ANXA3,0.0,0.0,0.0,0.0,0.98678484360377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
HNRNPDL,0.0,0.9185219208399454,0.0,0.0,0.8913486043612162,0.8249241153399149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
SPARCL1,0.0,0.0,0.882931113243103,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.8964640617370605,0.0,0.0,0.0,0.0,0.0,0.0
PYURF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
H2AZ1,0.0,0.0,0.0,0.0,0.9135235627492269,0.9533159017562867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
SLC39A8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
UBE2D3,0.0,0.0,0.0,0.0,0.9150333722432454,0.9522076686223347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
RPL34,0.023770026365915933,0.24873266220092774,0.09796934525171916,0.08355433146158854,0.18724557558695476,0.11748876571655273,0.11559621095657349,0.1319876988728841,0.2066520651181539,0.10171811580657959,0.0,0.027964643637339272,0.003743477662404378,0.007860668500264486,0.05123715003331502,0.13855401277542115
OSTC,0.0,0.0,0.0,0.0,0.973927664756775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ENSG00000269893,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARLN,0.0,0.0,0.0,0.0,0.8666666666666667,0.9471402565638224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8945918679237366,0.0,0.0
ANXA5,0.0,0.0,0.0,0.0,0.9119249979654948,0.0,0.0,0.9170029759407043,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
SPRY1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFC1,0.0,0.0,0.0,0.0,0.8913630922635396,0.9502144893010457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
RPS3A,0.00705110232035319,0.24507519006729125,0.07122220595677693,0.0707890272140503,0.1708252549171448,0.1363210161526998,0.11782996654510498,0.13583961725234986,0.19904055198033652,0.11677408218383789,0.0,0.017657426993052165,0.003361968199412028,0.022750393549601237,0.05567502975463867,0.12889885107676188
TRIM2,0.0,0.0,0.0,0.0,0.9827893495559692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
SFRP2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.8768629908561707,0.8799795866012573,0.0,0.0,0.0,0.0,0.0,0.0
GALNT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPCS3,0.0,0.0,0.0,0.0,0.9572516163190206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
SORBS2,0.0,0.0,0.0,0.0,0.0,0.9638229330380758,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLPTM1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NDUFS6,0.0,0.0,0.0,0.0,0.8893022060394287,0.9379126111666362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
SUB1,0.0,0.0,0.0,0.0,0.9047972361246744,0.9328870217005412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
LIFR,0.0,0.0,0.9552660584449768,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL37,0.007804262638092041,0.23211724360783895,0.07914995749791463,0.056920711199442545,0.18225555817286174,0.0814142902692159,0.1677077809969584,0.19657572507858276,0.16932005882263185,0.07381375630696614,0.0,0.005003352959950765,0.004768403371175131,0.012810043493906657,0.03479425509770711,0.1219221313794454
SELENOP,0.0,0.8690135717391968,0.0,0.9313500245412191,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL28,0.0,0.0,0.0,0.0,0.98915061155955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
PLPP1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6ST,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PART1,0.0,0.0,0.0,0.0,0.8877658645311991,0.0,0.0,0.9126586000124614,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
MAP1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTF3,0.0,0.43044675985972086,0.3240605314572652,0.2939290881156921,0.39745227495829266,0.37072674036026,0.30703369379043577,0.3033251086870829,0.36588780482610067,0.3486270229021708,0.0,0.0,0.0,0.26666666666666666,0.2856285492579142,0.33036787509918214
NSA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TBCA,0.0,0.0,0.0,0.0,0.9104734102884928,0.946989099184672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
RPS23,0.008340450127919515,0.23807814121246337,0.09723907311757406,0.09596661726633708,0.16815207401911417,0.12002323071161906,0.14629493554433187,0.13200774192810058,0.1891217589378357,0.10278515815734864,0.0007049441337585449,0.0,0.00041556755701700846,0.017175797621409097,0.07052241563796997,0.1400574763615926
TMEM167A,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX7C,0.13333333333333333,0.3234151482582092,0.18018805980682373,0.17620726029078165,0.2878812670707703,0.4307529886563619,0.19125260909398398,0.30990339517593385,0.24499759674072266,0.24509856700897217,0.0,0.0,0.14610351324081422,0.17336053450902303,0.35460280577341713,0.19780481259028118
ELL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9849138021469116,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
REEP5,0.0,0.0,0.0,0.0,0.834252405166626,0.8691750009854634,0.0,0.8164087573687235,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
AP3S1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SLC12A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9861728270848592,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
HINT1,0.0,0.5545178055763245,0.4986778378486633,0.0,0.5238502581914266,0.565910549958547,0.4761800765991211,0.5132816553115844,0.5344887415568034,0.0,0.0,0.0,0.0,0.4666666666666667,0.5482564687728881,0.0
UQCRQ,0.0,0.6125110268592835,0.0,0.0,0.6476829886436463,0.6669656236966451,0.0,0.670067822933197,0.6224410772323609,0.0,0.0,0.0,0.0,0.6,0.6947707573572794,0.0
VDAC1,0.0,0.0,0.0,0.0,0.821928858757019,0.9159805576006571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8554418365160624,0.0
SKP1,0.0,0.5282654086748759,0.4494677941004435,0.4731728156407674,0.47764040231704713,0.6439906398455302,0.0,0.4431832273801168,0.5576072732607523,0.512144680817922,0.0,0.0,0.0,0.4,0.4689142902692159,0.0
UBE2B,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PITX1,0.0,0.8724560181299845,0.0,0.0,0.851172677675883,0.9009370843569438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
EPIST,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACROH2A1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGR1,0.0,0.77299991051356,0.0,0.0,0.7387378215789795,0.7374786933263143,0.0,0.7333333333333333,0.0,0.7776888330777486,0.0,0.0,0.0,0.0,0.0,0.0
MZB1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYSTM1,0.0,0.0,0.0,0.0,0.0,0.936443277200063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0
CD14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFA2,0.0,0.0,0.0,0.0,0.9260595281918843,0.8958620468775431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
NDFIP1,0.0,0.0,0.0,0.0,0.8255463401476543,0.8827609022458395,0.0,0.8305068174997966,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
C5orf46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CSNK1A1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD74,0.0,0.0,0.8959864139556885,0.0,0.8666666666666667,0.0,0.9208260933558147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS14,0.018496978282928466,0.26006274223327636,0.08610583941141764,0.07721709410349528,0.2013559063275655,0.17267881234486898,0.13752801815668741,0.18000378211339316,0.17349072694778442,0.11269944906234741,0.008902664979298909,0.0,0.0034984906514485678,0.0031758467356363933,0.06896902720133463,0.14991856813430787
SPARC,0.0,0.0,0.8742901722590128,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.90288933912913,0.0,0.0,0.0,0.0
ATOX1,0.0,0.0,0.0,0.0,0.8510414361953735,0.9127763390541077,0.0,0.8443710009256998,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
FOXI1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPM1,0.0,0.78033287525177,0.0,0.0,0.7228487292925517,0.7330901265144348,0.0,0.6949368834495544,0.7531655351320903,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
DUSP1,0.0,0.49029093186060585,0.3729807257652283,0.3260738134384155,0.4984236717224121,0.47506402333577474,0.344219442208608,0.37870278358459475,0.2901992956797282,0.3320101340611776,0.0,0.0,0.0,0.26666666666666666,0.35966848929723105,0.3758693297704061
ATP6V0E1,0.0,0.8432071248690287,0.0,0.0,0.8374913374582926,0.8930273056030273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
HIGD2A,0.0,0.0,0.0,0.0,0.9066845138867696,0.9386780977249145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
CLTB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRELID1,0.0,0.0,0.0,0.0,0.9220341364542644,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8821004509925843,0.0,0.0
LMAN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TMED9,0.0,0.0,0.0,0.0,0.8965205073356628,0.0,0.0,0.9105938673019409,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
HNRNPH1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANX,0.0,0.0,0.0,0.0,0.8919770320256551,0.0,0.0,0.8807618061701457,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
SQSTM1,0.0,0.0,0.0,0.0,0.9838110923767089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
SCGB3A1,0.0,0.0,0.0,0.0,0.9554230650266011,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RACK1,0.06666666666666667,0.38638767004013064,0.2038003126780192,0.21641185681025188,0.29163026014963783,0.2987189014752706,0.24345705111821492,0.2842207113901774,0.31508232752482096,0.19674962361653645,0.0,0.10262128909428915,0.0924544095993042,0.1364154815673828,0.18098546663920084,0.20046382347742717
FOXQ1,0.0,0.9570757826169332,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXC1,0.0,0.0,0.0,0.0,0.9862007141113281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
GMDS,0.0,0.0,0.0,0.0,0.936411960919698,0.0,0.0,0.8841621319452921,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
SERPINB1,0.0,0.0,0.0,0.0,0.9882391452789306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
TMEM14C,0.0,0.0,0.0,0.0,0.9781778295834859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
TMEM14B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
HLA-A,0.0,0.0,0.8633405526479085,0.0,0.8,0.824609351158142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8492797970771789
HLA-E,0.0,0.0,0.9411204020182292,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090835491816203
TUBB,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IER3,0.0,0.9367312113444011,0.0,0.0,0.9166776140530905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
HLA-C,0.0,0.0,0.8229949514071146,0.6666666666666666,0.7498717268308004,0.767291251818339,0.7079643090565999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8132675449053447
HLA-B,0.20162913004557292,0.19642846981684367,0.5702950477600097,0.2692045450210571,0.28495666980743406,0.34120734135309855,0.335557226339976,0.18406258821487426,0.20578744014104208,0.2836737434069316,0.0,0.20916071732838948,0.0,0.13333333333333333,0.25763851404190063,0.4866320490837097
AIF1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDAH2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLIC1,0.0,0.0,0.0,0.0,0.8748358050982158,0.8666666666666667,0.0,0.8775907158851624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPA1A,0.0,0.0,0.0,0.0,0.9333333333333333,0.972708813349406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC44A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DRA,0.0,0.0,0.9108309507369995,0.0,0.8666666666666667,0.0,0.9542381127675374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DRB5,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.9534257968266805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DRB1,0.0,0.0,0.9074663599332173,0.0,0.8666666666666667,0.0,0.9413731336593628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DQA1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DQB1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DMA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DPA1,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.9719289938608805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DPB1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS18,0.029002193609873453,0.26105360984802245,0.07041079998016357,0.0725561261177063,0.16014081239700317,0.1250754674275716,0.10815909306208292,0.13630115191141765,0.18678608735402424,0.07429081598917643,0.006076244513193766,0.0,0.007032152016957601,0.018176845709482827,0.0566719929377238,0.15104954242706298
CUTA,0.0,0.0,0.0,0.0,0.9082824309666951,0.9365977485974629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
UQCC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
