,Adipocytes,Arterial SMC,Arterial endothelial cells,Atria-enriched endothelial cells,Atria-enriched pericytes,Atrial cardiomyocytes,Basic SMC,CMC-like endothelial cells,CMC-like pericytes,Capillary endothelial cells,Cytoplasmic cardiomyocytes,Fibroblast-like endothelial cells,Fibroblasts,Immune-related endothelial cells,Lymphatic endothelial cells,Lymphoid,MT-high fibroblasts,Mast cells,Mesothelial cells,Myeloid,NK cells,Neuronal cells,Stromal pericytes,Venous endothelial cells,Ventricle-enriched pericytes,Ventricular cardiomyocytes
MITF,0.0,0.0,0.0,0.0,0.0,1.5038441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4579324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7510713
MKLN1,1.5880265,0.0,0.0,1.9636903,1.5565677,1.0970148,0.0,0.0,1.8163433,0.0,0.0,1.9954157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3690697,1.1197158
MLIP,0.0,0.0,0.0,0.0,0.0,2.8061843,0.0,0.0,2.3439298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2351463
MLLT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81892926
MLXIPL,1.5372903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MME,1.0235903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1784253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMRN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.842485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORF4L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4977057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORF4L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77910626,0.0,0.7606709,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79501605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPHOSPH8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81765515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPP3,0.0,0.0,0.0,0.0,0.0,1.2700828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3252681
MPP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5431976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPZL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.657775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1757097,0.0,0.0,0.0,0.0,0.0,0.0
MRFAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85359466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS4A4E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.654092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS4A6A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9200895,0.0,0.0,0.0,0.0,0.0,0.0
MSC-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0079719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4147623,0.0,0.0,0.0,0.0,0.0,0.0,1.4755065,0.0,0.0,0.0,0.0,0.0,0.0,1.2916733
MSR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8134755,0.0,0.0,0.0,0.0,0.0,0.0
MSRB3,0.0,1.948314,0.0,0.0,0.0,1.7974067,1.0582998,0.0,1.4603403,0.0,0.0,0.0,0.0,0.0,1.3824444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5072684
MT-ATP6,0.0,0.0,3.0862253,0.0,0.0,0.0,0.0,2.2463412,0.0,2.9201388,2.8302066,1.4969964,0.0,4.301002,0.0,2.519079,3.091157,0.0,0.0,1.1931738,3.1596677,0.0,2.7609472,1.8060682,0.0,0.0
MT-ATP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3483374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT-CO1,1.1527736,2.3298538,3.4105725,2.3519182,1.9573977,1.6348754,2.4396806,3.2066689,1.8905532,3.481119,3.7781496,2.3396044,2.1597202,4.213682,2.4326425,3.579154,4.3708177,1.9314787,2.0830154,2.6744514,4.1747966,2.3972137,3.6361592,2.9269419,2.357961,1.1085774
MT-CO2,0.0,1.0892344,3.3091567,1.4718742,0.0,0.0,1.6297431,2.4890418,0.0,3.2653363,2.7735267,1.5582929,0.0,4.039056,1.781522,2.9891067,4.215157,0.0,1.419557,1.9885824,3.7105865,0.0,3.217341,2.3570955,0.0,0.0
MT-CO3,0.0,2.182429,3.222063,1.7704157,1.3178098,1.1934941,2.0526953,2.8257155,1.5442802,3.2898855,3.572404,2.0538797,1.5948784,4.2504606,1.8711894,3.0156221,4.055341,0.0,1.4552197,2.1388538,3.5503826,1.9306594,3.204398,2.459585,1.8585119,0.0
MT-CYB,0.0,1.069107,3.0127053,0.0,0.0,0.0,0.0,2.3091817,0.0,2.9470954,2.8094404,1.378545,0.0,3.9036708,1.3861445,2.6744514,3.9558797,0.0,1.0097988,1.5310847,3.0837693,0.0,2.8182807,2.07765,0.0,0.0
MT-ND1,0.0,0.0,2.577596,0.0,0.0,0.0,0.0,1.789887,0.0,2.4425924,2.548312,0.0,0.0,3.570824,0.0,1.8612592,2.737834,0.0,0.0,0.0,2.3862722,0.0,2.1887364,1.2803999,0.0,0.0
MT-ND2,0.0,0.0,2.549943,0.0,0.0,0.0,0.0,1.5736225,0.0,2.5002618,2.5168512,0.0,0.0,3.3069582,0.0,1.9592274,2.503219,0.0,0.0,0.0,2.7485447,0.0,2.3416612,0.0,0.0,0.0
MT-ND3,0.0,0.0,2.7330818,0.0,0.0,0.0,0.0,1.563396,0.0,2.5488553,2.4033678,0.6092627,0.0,3.6138659,0.0,2.1597202,3.7057989,0.0,0.0,0.0,2.902297,0.0,2.2701192,1.5994334,0.0,0.0
MT-ND4,0.0,0.0,3.0550594,0.0,0.0,0.0,0.0,1.9324882,0.0,2.8987157,2.696737,1.3258771,0.0,3.971551,0.0,2.4545443,2.960449,0.0,0.0,0.0,3.3423362,0.0,2.7602537,1.6871979,0.0,0.0
MT-ND4L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6012378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT-ND5,0.0,0.0,1.8274233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1553228,0.0,0.0,2.710293,0.0,0.0,0.0,1.6407175,0.0,0.0,0.0,0.0,0.0
MT-ND6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.142606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT1E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4728484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT2A,0.0,0.0,1.0428255,0.0,0.0,0.0,0.0,0.0,0.0,1.3541749,0.0,0.0,0.0,2.9168253,0.0,0.0,0.98208094,0.0,2.9300113,0.0,0.0,0.0,2.7889104,0.0,0.0,0.0
MTCH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2072024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTDH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1279857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTHFD1L,0.0,0.99254084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2216063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTSS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4742069,0.0,0.0,0.0,0.0,0.0,0.0
MTUS1,0.0,0.0,1.1449375,1.3463398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0176297,0.0,1.049474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0940994
MTUS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5343583
MVP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7103819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MXRA8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3158098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYADM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7928245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYBPC3,0.0,0.0,0.0,0.0,0.0,3.0182397,0.0,0.0,2.2199957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.340094
MYCBP2,2.0742352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2703593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYDGF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95286095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYH6,0.0,0.0,0.0,0.0,0.0,3.3249831,0.0,0.0,0.0,0.0,2.876409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7764032
MYH7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6661671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.446076
MYH7B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6076802
MYH9,0.0,0.0,1.2494692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0496565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2717738,1.1791918,0.0,0.0
MYL12A,0.0,0.0,2.1624384,0.0,0.0,0.0,0.0,1.5942526,0.0,2.223781,0.0,0.0,0.0,2.464082,0.0,1.6507659,1.3776569,0.0,0.0,0.0,2.7716634,0.0,1.9355253,1.3431929,0.0,0.68183005
MYL12B,0.0,0.0,2.0896583,0.0,0.0,0.0,0.0,0.0,0.0,1.1170812,0.0,0.0,0.0,1.8019361,0.0,0.0,1.6079996,0.0,0.0,0.0,1.6535792,0.0,0.0,0.0,0.0,0.0
MYL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.436427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9324882
MYL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4282353
MYL4,0.0,0.0,0.0,0.0,0.0,2.2531729,0.0,0.0,0.0,0.0,2.4630988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYL6,0.0,1.6623489,2.3693016,0.0,0.0,0.0,1.5547979,0.0,0.0,2.311635,0.0,0.0,0.0,2.502833,0.0,0.0,2.1116865,0.0,0.0,0.0,2.3897533,0.0,2.5634737,1.4359388,0.0,0.0
MYL7,0.0,0.0,0.0,0.0,0.0,3.3110776,0.0,0.0,0.0,0.0,3.0275393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYL9,0.0,2.3870568,0.0,0.0,0.0,1.2181575,2.0757172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80995923,0.0,0.0,0.0,0.0,0.0,2.3781319,0.0,0.0,0.0
MYLK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4141452
MYO18B,0.0,0.0,0.0,0.0,0.0,2.5380533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9327409
MYO1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4640336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.165038,0.0,1.9081383,0.0
MYO1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1611834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYO5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2255006,0.0,0.0,0.0,0.0,0.0,0.0
MYOCD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2988952
MYOM1,0.0,0.0,0.0,0.0,0.0,3.0244288,0.0,0.0,2.2210417,0.0,2.5521228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9868696
MYOM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2670517
MYOZ2,0.0,0.0,0.0,0.0,0.0,1.7268074,0.0,0.0,1.10357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.133695
MYPN,0.0,0.0,0.0,0.0,0.0,1.4899822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2038037
MYRIP,0.0,0.0,0.0,2.1796417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N4BP2L2,1.8168824,1.4406358,1.2144811,1.9234506,1.6637348,2.1015394,1.501061,1.4473971,1.9135356,0.0,0.0,2.0773444,2.0067565,0.0,2.0293827,0.0,1.0520746,2.0622213,1.5996971,1.2817144,0.0,1.5684143,1.22245,1.4274521,1.3224345,2.112485
NAALADL2,0.0,0.0,0.0,0.0,0.0,0.66293097,0.0,0.0,0.0,0.0,0.0,1.633548,1.4278134,0.0,0.0,0.0,0.0,0.0,1.2106662,0.0,0.0,0.0,0.0,0.0,0.0,0.8279301
NACA,0.0,0.0,1.3287276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.284353,0.0,0.0,2.3137672,0.0,0.0,0.0,1.978716,0.0,0.0,0.0,0.0,0.0
NAMPT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8571458,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAP1L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73929155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAV1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1236238
NBEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0325859
NBEAL1,0.6761693,0.7658157,0.0,0.0,1.6103988,0.0,0.9173421,0.0,1.71634,0.0,0.0,0.8692782,0.0,0.0,0.0,0.0,0.0,0.0,0.5353714,0.0,0.0,0.0,0.0,0.0,1.3938415,0.0
NCAM1,0.0,0.0,0.0,0.0,0.0,1.0772127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2166584,0.0,0.0,0.0,1.8525949
NCAM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6757097,0.0,0.0,0.0,0.0
NCKAP5,0.0,0.0,0.0,0.0,0.0,0.6868819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.032353
NCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.105459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCOA1,0.842376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3580245,0.0,0.0,1.6305686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8637041
NCOA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0519532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7126522
NCOR1,0.983677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDFIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0121899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDRG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.733056,0.0,0.0,0.0,0.0,0.0,0.781283,0.0,0.0,0.0
NDUFA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0624948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFA13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7952159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFA4,0.0,0.0,0.93445826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2860558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFA4L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6470175,0.0,0.0,0.0
NDUFAF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7210172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFB11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7811546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83870536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9482845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFB9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81878746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83249104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFS5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1557848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEAT1,4.252059,3.125127,2.9873166,3.5050797,2.913524,3.753418,2.8994453,3.377652,3.376855,3.1387522,3.4599893,3.861578,3.5518897,2.9216337,3.647233,2.2501295,2.4146533,3.0264716,4.021798,3.936193,2.3073463,2.8827543,2.734158,2.9565125,2.844834,3.934503
NEBL,0.0,0.0,0.0,0.0,0.0,2.6482162,0.0,0.0,2.0662255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4316807,0.0,0.0,0.0,0.0,0.0,0.0,2.8050528
NEDD4L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8795626,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEGR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6499667,3.1213202,0.0,0.0,0.0,1.0170093,0.0,0.0,0.0,0.0,3.021948,0.0,0.0,0.0,0.0
NEK7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2070382
NEXN,0.0,2.1077955,0.0,0.0,0.0,2.887543,0.0,0.0,2.0462136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9568398
NF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3072903,0.0,0.0,1.410356,0.0,0.0,0.0,0.0,0.0,0.0,0.8426963,0.0,0.0,0.0,0.0,0.0,0.0,1.0177985
NFAT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2719741,0.0,0.0,1.9307234,0.0,0.0,0.0,0.8757027,0.0,0.0,0.0,0.0,0.0,0.0,0.78906876
NFE2L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2347559,0.0,0.0,0.0,0.0,1.2079425,0.0,1.0913323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFIA,2.2625332,1.275915,0.0,2.234709,1.5245867,1.5245867,0.0,1.2357069,1.8393433,0.0,0.0,2.4082327,2.4690154,0.0,1.9805982,0.0,1.216734,0.0,1.6504544,0.0,0.0,0.0,0.0,1.1168045,0.0,1.7633746
NFIB,1.8634127,0.99554306,1.1081696,2.4024532,1.9326146,0.0,1.612726,1.7992991,2.0042527,1.1582513,0.0,2.0707297,1.5542091,0.0,1.9459959,0.0,0.7886101,0.0,0.0,0.0,0.0,0.0,1.4829661,1.5439905,1.6210585,1.4762441
NFIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3563104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFKBIA,0.0,0.0,1.7250044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.035048,0.0,0.0,1.2860558,0.0,1.7054746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFKBIZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.043659,0.0,1.5541122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NHSL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85278314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NID1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1949378,0.0,0.0,0.0,0.0,1.6463566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
