,Adipocytes,Arterial SMC,Arterial endothelial cells,Atria-enriched endothelial cells,Atria-enriched pericytes,Atrial cardiomyocytes,Basic SMC,CMC-like endothelial cells,CMC-like pericytes,Capillary endothelial cells,Cytoplasmic cardiomyocytes,Fibroblast-like endothelial cells,Fibroblasts,Immune-related endothelial cells,Lymphatic endothelial cells,Lymphoid,MT-high fibroblasts,Mast cells,Mesothelial cells,Myeloid,NK cells,Neuronal cells,Stromal pericytes,Venous endothelial cells,Ventricle-enriched pericytes,Ventricular cardiomyocytes
NIPBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1823621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NKG7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.060933,0.0,0.0,0.0,0.0,0.0
NKTR,0.0,0.0,1.2005073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95482516,0.0,1.4075537,1.7549179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4037192,0.0,0.0
NLGN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6982334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3290353,0.0,0.0,0.0,0.0,0.0,0.0,1.9986439
NME2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1998585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NME3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7304809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6602752,0.0,1.0012251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0689814
NOTCH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1129484,0.0,0.0,0.0
NPAS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.052099,0.0,0.0,0.0,0.0,0.0,0.0,0.48685777
NPC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.223211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4580168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPPA,0.0,0.0,0.0,0.0,0.0,3.7225466,0.0,0.0,0.0,0.0,4.394449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR2F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9493514,0.0,0.0,0.0
ENSG00000247809,0.0,0.0,0.0,0.0,2.1665335,0.0,1.6070423,0.0,2.1522925,0.0,0.0,0.0,0.0,0.0,1.817422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3657956,0.0
NR3C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8221328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7357634
NR4A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4144673
NRP1,0.0,0.0,0.0,0.0,1.5958183,0.0,0.0,1.7413683,1.961266,1.3594208,0.0,1.1570542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.454904,1.0605161,1.8232756,1.139851
NRP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6210597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRXN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.128476,0.0,0.0,0.0,0.0
NRXN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5768986,0.0,0.0,0.0,0.0
NTM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7935848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTN1,0.0,0.0,0.0,0.0,0.0,1.4602133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTNG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6050694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUCB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8625155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUCKS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2522275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUDT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7138728
NUMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80388355,0.0,0.0,0.8478011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUPR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6853459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OAZ1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0313942,0.0,0.0,0.0,1.8544106,0.0,0.0,0.0,0.0,0.0
OBSCN,0.0,0.0,0.0,0.0,0.0,1.3885486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7182144
OCIAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.798361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OGDH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87187946
OLFML3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90788394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OS9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSBPL1A,1.3161095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSBPL9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.977752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSMR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0859106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OST4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2590483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSTC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8242833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4HB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3725777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA2G4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71355397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PABPC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2677851,0.0,1.1917441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACRG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3350894
PACSIN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8238522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAFAH1B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9535598,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7597707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALLD,0.0,2.2181168,0.0,0.0,0.0,3.4877565,0.0,0.0,2.602111,0.0,2.7458122,1.4761574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2862544
PALMD,1.2182413,0.0,1.3466554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0185893
PAM,0.0,0.0,0.0,1.5115095,0.0,3.377625,0.0,1.42421,1.6602752,0.0,2.8109076,1.6813607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0198736
PAN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2332929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARD3,1.3721383,0.0,0.0,0.0,2.2672057,0.88797605,0.0,0.0,2.2344193,0.0,0.0,1.4779831,0.0,0.0,0.0,0.0,0.0,0.0,1.0361507,0.0,0.0,0.0,0.0,0.0,2.2898154,1.5105004
PARD3B,1.3833392,0.0,0.0,1.0974138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4650569,0.0,0.0,2.033123,0.0,0.0,0.0,2.1184177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARK7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2920562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1065965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0387981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PBX1,1.6830468,0.0,0.0,1.7516617,1.7023488,0.0,0.0,0.0,1.89746,0.0,0.0,1.804582,1.4821765,0.0,0.0,0.0,0.0,0.0,1.8599617,0.0,0.0,0.0,0.0,0.0,0.0,1.5609632
PCBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1576524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCBP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7934281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCCA,1.4075916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCDH15,0.0,0.0,0.0,2.305109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCDH7,0.0,0.0,0.0,2.3034856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9783123
PCDH9,1.3296468,0.0,0.0,0.0,0.0,2.545984,0.0,0.0,1.5285342,0.0,0.0,1.6884553,1.8245828,0.0,0.0,0.0,0.7479169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8984244
PCNP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7173459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCOLCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5989608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCOLCE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6646603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCSK5,1.1612568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDCD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76440233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3094578,0.0,0.0,0.0,0.0,0.0,1.495877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE1C,0.0,0.0,0.0,0.0,2.360999,0.0,0.0,0.0,2.573111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6202278,2.1727157
PDE3A,0.0,1.0545671,0.0,1.760777,2.0067565,2.5904317,2.2237935,0.0,2.839447,0.0,2.050332,2.0345666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7489108,3.2153955
PDE3B,3.1541922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE4D,1.8744513,2.3723814,0.0,1.6752777,0.0,1.9834878,0.0,0.0,0.0,0.0,0.0,1.9421482,0.0,0.0,1.8375727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5137166
PDE4DIP,1.2218587,0.0,0.0,0.0,0.0,2.7045107,0.0,0.0,1.9803283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4336843,0.0,0.0,0.0,2.8796794
PDE7A,0.0,0.0,0.0,0.0,0.0,1.8178179,0.0,0.0,1.2365733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.104064
PDE7B,0.0,0.0,0.0,1.8656301,0.0,0.0,0.0,0.0,1.3202178,0.0,0.0,0.0,0.0,0.0,1.8583654,0.0,0.0,2.0946388,1.1173577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE8A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4588184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDGFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6481025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDGFRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2105814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDGFRB,0.0,0.0,0.0,0.0,2.1805117,0.0,1.9772393,0.0,2.2343366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1310735,0.0,2.6669397,0.0
PDGFRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93775594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDIA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5087613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDIA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0006268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3620135,0.0,0.0,0.0,0.0,0.9105396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8945744
PDLIM1,0.0,0.0,1.224906,0.0,0.0,0.0,0.0,0.0,0.0,1.3451841,0.0,0.0,0.0,2.4925108,0.0,0.0,0.75771755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDLIM3,0.0,1.8519907,0.0,0.0,0.0,1.4439248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDLIM5,0.94563055,1.9891268,0.0,1.7992991,0.0,3.4291608,1.1176345,1.9858662,2.6903114,0.0,2.887543,1.9025383,0.0,0.0,0.0,0.0,0.0,0.0,2.1058044,0.0,0.0,0.0,0.0,1.3495564,0.0,3.3470483
PDLIM7,0.0,0.8385563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDZD2,1.0402751,0.0,0.0,0.0,2.1707642,1.9458673,0.0,0.0,2.73564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43411,0.0,0.0,0.0,1.0947605,0.0,2.999922,1.915755
PDZRN3,1.246342,0.0,0.0,0.0,0.0,0.9896643,0.0,0.0,1.128976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.147602
PEAK1,0.0,0.0,0.0,1.5022135,0.0,0.0,0.0,1.3411044,0.0,0.0,0.0,1.5027566,0.0,0.0,1.6018021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96408576
PEBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6150079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PECAM1,0.0,0.0,2.119384,2.1849928,0.0,0.0,0.0,1.8964969,0.0,1.8989072,0.0,1.4315604,0.0,2.0168555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.174096,0.0,0.0
PFN1,0.0,0.0,0.90140355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6193241,0.0,0.0,0.0,3.39743,0.0,1.6254141,0.0,0.0,0.0
PGAM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89195085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8020071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGM5,0.0,0.0,0.0,0.0,0.0,1.6916993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1442697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGRMC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8867993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHACTR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0476079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7796758,0.0,0.0,0.0,0.0,0.0,0.0,2.0915844
PHLDB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82013637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHLDB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1233523,0.0,0.0,0.0,0.0,0.0,0.0,0.7015519
PIAS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1679688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PICALM,1.1929337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4242107,0.0,0.0,0.7511598,0.0,0.0,0.0,0.0,0.935398,0.0,0.0,0.0,0.0,0.0,0.0
PID1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.021387,2.37902,0.0,0.0,0.0,0.8625155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIK3C2A,0.0,0.0,0.0,1.0888419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1679688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2360535,0.0,0.0
PIK3R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1648862
PIP4K2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4123495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIP5K1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2398783
PITPNC1,0.0,0.0,0.0,2.7963428,0.0,0.0,0.0,2.476969,0.0,0.0,0.0,2.5132842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.557602,0.0,0.0
PKHD1L1,0.0,0.0,0.0,2.975767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4007142,0.0,0.0,0.0,2.4707499,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0998137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0253744
PLA2G2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7385929,0.0,2.3265126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLA2G5,0.0,0.0,0.0,1.7081518,2.6903114,0.0,2.5708776,0.0,2.74406,0.0,0.0,2.1266155,2.0363026,0.0,0.0,0.0,1.0375017,0.0,0.0,0.0,0.0,0.0,1.8850361,0.0,2.9488075,0.0
PLAC8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1144042,0.0,0.0,0.0,0.0,0.0
PLAC9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.305651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLCB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8897898,0.0,0.0,0.0,1.9054546,0.0,0.0,0.0,0.0,0.0,0.0,1.4199135,0.0,0.0,1.9951411,0.0,0.0,0.0,0.0
PLCB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6253048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91563123
PLCL1,0.0,0.0,0.0,0.0,0.0,1.2530756,0.0,0.0,2.342997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2539356,1.1388437,0.0,0.0,0.0,0.0,0.0,1.1801281,2.4407964
