,Endothelia,Fibroblast,Lymphocyte,MP & DC,Mural cell,Neutrophil
NDUFA1,0.0,0.97699136,0.0,0.88464415,1.2289956,0.0
FHL1,0.0,1.9150145,0.0,0.0,0.0,0.0
RBMX,0.0,0.0,0.0,0.6580894,0.0,0.0
IDS,0.0,0.83714265,0.0,0.0,0.0,0.0
BGN,0.0,1.7917595,0.0,0.0,1.7291868,0.0
SSR4,0.0,1.4662516,1.350562,0.9303478,0.0,0.0
FLNA,0.0,0.0,0.0,1.099747,1.9687096,0.0
RPL10,3.3190997,3.526,4.28049,3.9372482,3.4903219,2.9684243
RPS4Y1,0.0,0.8345517,1.6863012,1.1490804,0.0,0.0
MT-ND1,3.3002357,2.9911246,3.3313096,3.6822553,3.873893,3.5453386
MT-ND2,3.3976254,3.2656393,3.402517,3.884944,3.781664,4.172709
MT-CO1,3.7928782,4.195681,4.983686,5.08391,4.8770986,4.488076
MT-CO2,3.9581213,4.168038,4.7434354,4.7579246,4.806112,4.667082
MT-ATP6,4.204916,4.6281543,4.8142934,4.66572,5.046368,4.7538824
MT-CO3,3.9947042,4.2925577,4.660043,4.8751745,5.03307,4.767529
MT-ND3,3.9824252,4.3255577,4.395168,4.6147594,4.8309546,4.985088
MT-ND4L,1.1197872,1.5850896,1.3929309,1.5333602,1.9707001,1.6964917
MT-ND4,3.9160593,4.2544217,4.2209563,4.3539424,4.608709,4.627284
MT-ND5,2.9558606,2.8693242,2.7707157,2.9058356,3.2621117,2.8328466
MT-CYB,4.12943,4.4487348,4.537543,4.369736,4.6779838,4.568756
