index,endothelial,epithelial,lymphocytes,myeloid,stromal
ADRM1,0.27189547,0.3750775,0.0,0.31722727,0.0
ADSS,0.0,0.3639359,0.0,0.0,0.0
AEBP1,0.0,0.0,0.0,0.0,1.0050826
AES,0.7027135,0.7656599,1.3701377,0.614502,0.82226205
AFDN,0.48542026,0.83296365,0.0,0.0,0.0
AFF4,0.0,0.40066504,0.0,0.33427602,0.31283593
AFG3L2,0.0,0.17825292,0.0,0.0,0.0
AGFG1,0.0,0.13379218,0.0,0.4254776,0.0
AGPAT2,0.0,0.47251695,0.0,0.0,0.0
AGR2,0.0,0.95787877,0.0,0.0,0.0
AGRN,0.0,0.33636203,0.0,0.0,0.0
AGTRAP,0.0,0.2843893,0.0,0.35507467,0.0
AHCY,0.0,0.3634486,0.0,0.0,0.0
AHCYL1,0.0,0.8751188,0.0,0.42815349,0.28320748
AHI1,0.0,0.3518547,0.0,0.0,0.0
AHNAK,1.4433541,1.0000495,0.713696,1.3360523,0.9521345
AHR,0.0,0.0,0.0,0.36474138,0.0
AHSA1,0.0,0.4800352,0.0,0.0,0.0
AIDA,0.0,0.16026883,0.0,0.0,0.0
AIF1,0.0,0.0,0.0,2.617981,0.0
AIFM1,0.0,0.5332881,0.0,0.0,0.0
AIG1,0.0,0.47741917,0.0,0.0,0.0
AIMP1,0.0,0.5280005,0.0,0.2904686,0.0
AIP,0.0,0.13707353,0.0,0.28290927,0.0
AK2,0.0,0.39739698,0.0,0.0,0.0
AK3,0.0,0.2958769,0.0,0.0,0.0
AK6,0.0,0.21376172,0.0,0.0,0.0
AKAP12,0.0,0.0,0.0,0.0,0.66117084
AKAP13,0.0,0.5845943,1.057698,1.1101322,0.7515271
AKAP9,0.8080977,1.0235679,0.871289,0.8107665,0.89817834
AKIRIN1,0.0,0.23890169,0.0,0.0,0.0
AKNA,0.0,0.0,0.8547356,0.34713393,0.0
AKR1A1,0.30979422,0.7016346,0.0,0.7255132,0.34324557
AKR7A2,0.0,0.51121175,0.0,0.0,0.50014174
AKT3,0.4347583,0.0,0.0,0.0,0.0
ALCAM,0.0,0.6223859,0.0,0.0,0.0
ALDH1A1,0.0,0.0,0.0,0.0,0.7616913
ALDH2,0.2460749,0.6263155,0.0,0.91395015,0.0
ALDH3A2,0.0,0.31463864,0.0,0.0,0.0
ALDH6A1,0.0,0.43830627,0.0,0.0,0.0
ALDH7A1,0.0,0.3023582,0.0,0.0,0.0
ALDH9A1,0.0,0.22814038,0.0,0.0,0.0
ALG13,0.0,0.1340212,0.0,0.0,0.0
ALG5,0.0,0.44309205,0.0,0.0,0.0
ALKBH5,0.0,0.13295785,0.0,0.0,0.0
ALKBH7,0.5551854,0.6650197,0.0,0.54971707,0.60655016
ALOX5,0.0,0.0,0.0,0.58391684,0.0
ALOX5AP,0.0,0.0,0.0,0.6994488,0.0
AMD1,0.0,0.674095,0.0,0.455877,0.0
ANAPC11,0.55856144,0.86744314,0.0,0.6579685,0.6948798
ANAPC13,0.0,0.31728712,0.0,0.0,0.0
ANAPC16,0.97457635,1.0445323,1.1621166,0.71255887,0.82431746
ANAPC4,0.0,0.6047871,0.0,0.0,0.0
ANAPC5,0.4354591,0.482045,0.0,0.4045118,0.3478071
ANK3,0.0,0.38817027,0.0,0.0,0.0
ANKLE2,0.0,0.17463064,0.0,0.0,0.0
ANKRD10,0.0,0.31742314,0.0,0.0,0.0
ANKRD11,0.64266723,0.6298071,0.74362266,0.7266741,0.7090299
ANKRD12,0.9470844,0.7631294,1.3267136,1.0285734,0.6083852
ANKRD13D,0.0,0.0,0.0,0.4054651,0.0
ANKRD17,0.0,0.33110362,0.0,0.0,0.0
ANKRD44,0.0,0.0,0.7478354,0.56314635,0.0
ANP32A,0.0,0.57351047,0.0,0.7342851,0.0
ANP32B,1.1389017,0.9126093,0.89725506,1.013994,0.92996895
ANP32E,0.0,0.2062659,0.0,0.0,0.0
ANTXR1,0.0,0.0,0.0,0.0,0.46139985
ANXA1,1.1530157,1.3167453,1.2104001,1.6750683,0.0
ANXA11,0.32061303,0.8896241,0.0,0.70437163,0.3244248
ANXA2,1.7230277,1.9545459,0.6876207,1.5954398,1.1042163
ANXA3,0.0,0.41198194,0.0,0.0,0.0
ANXA4,0.3786351,1.0902872,0.0,0.23598185,0.0
ANXA5,1.1770067,1.3428519,0.0,1.6708547,1.5866005
ANXA6,0.0,0.0,0.3186314,0.0,0.0
ANXA7,0.35962513,0.515164,0.0,0.48606494,0.20382008
AOAH,0.0,0.0,0.0,0.5277102,0.0
AP1B1,0.0,0.0,0.0,0.44979686,0.0
AP1M2,0.0,0.44773382,0.0,0.0,0.0
AP1S1,0.0,0.38759878,0.0,0.0,0.0
AP1S2,0.8336731,0.22332054,0.0,1.2675792,0.0
AP2A2,0.0,0.328913,0.0,0.0,0.0
AP2B1,0.64207226,0.44366488,0.0,0.0,0.32099128
AP2M1,0.8350959,0.7709748,0.0,0.86652297,0.95576215
AP2S1,0.6898414,0.54354554,0.0,1.3085988,0.6047467
AP3B1,0.0,0.19851401,0.0,0.3678091,0.0
AP3D1,0.0,0.22869638,0.0,0.0,0.0
AP3S1,0.0,0.37509272,0.0,0.2501529,0.4789803
APBB1IP,0.0,0.0,0.8161603,0.8337915,0.0
APEX1,0.55726063,0.7207027,0.0,0.5359018,0.8046961
APH1A,0.32844573,0.4397546,0.0,0.4453655,0.0
APLP2,1.1188033,1.196038,0.0,1.7762411,1.062289
APMAP,0.0,0.17964828,0.0,0.0,0.0
APOBEC3G,0.0,0.0,1.0663548,0.0,0.0
APOE,0.0,0.0,0.0,0.0,1.5265658
APOL1,0.0,0.5626583,0.0,0.0,0.0
APOL2,0.0,0.13374032,0.0,0.0,0.0
APOL6,0.0,0.0,0.0,0.32844573,0.0
APOPT1,0.0,0.46224326,0.0,0.0,0.0
APP,1.6887782,1.0072255,0.0,0.0,1.1399598
APPL1,0.60167205,0.45039302,0.0,0.5182946,0.3146386
APRT,0.8770472,1.0785872,1.1415384,0.9786409,0.7608766
AQP1,1.932888,0.0,0.0,0.0,0.0
AR,0.0,0.0,0.0,0.0,0.31541076
ARAP1,0.0,0.0,0.0,0.3788218,0.0
ARCN1,0.0,0.3082161,0.0,0.0,0.0
ARF1,1.0222639,0.9576136,0.8294224,0.9799296,0.9225738
ARF3,0.0,0.35105228,0.0,0.43005705,0.0
ARF4,0.0,0.8064612,0.0,0.34450617,0.77327406
ARF5,0.32364154,0.55315393,0.0,0.4675253,0.33719027
ARF6,0.0,0.38882545,0.9388281,0.6994761,0.0
ARFGAP3,0.0,0.4506917,0.0,0.0,0.0
ARFGEF1,0.0,0.345524,0.0,0.0,0.0
ARFIP1,0.0,0.28044844,0.0,0.0,0.0
ARGLU1,1.4584999,0.93020964,1.2167253,0.8257453,1.1225353
ARHGAP18,0.0,0.0,0.0,0.6894305,0.0
ARHGAP21,0.0,0.0,0.0,0.0,0.57973766
ARHGAP26,0.0,0.20471056,0.0,0.44267005,0.0
ARHGAP29,1.2441671,0.0,0.0,0.0,0.0
ARHGAP30,0.0,0.0,0.7511467,0.7196987,0.0
ARHGAP4,0.0,0.0,0.0,0.41289407,0.0
ARHGAP45,0.0,0.0,0.0,0.47038174,0.0
ARHGAP5,0.0,0.4875933,0.0,0.0,0.0
ARHGDIA,0.66704196,0.60447073,0.4369854,0.8023056,0.49122
ARHGDIB,0.0,0.0,1.7830164,1.7091242,0.0
ARHGEF1,0.0,0.0,0.8942684,0.15512387,0.0
ARHGEF12,0.5405448,0.4354591,0.0,0.0,0.0
ARHGEF2,0.0,0.0,0.0,0.31385967,0.0
ARHGEF35,0.0,0.42238864,0.0,0.0,0.0
ARID1A,0.0,0.35183465,0.0,0.53990394,0.0
ARID1B,0.6373084,0.6096971,0.7737458,0.6196829,0.7245863
ARID4A,0.0,0.15778387,0.0,0.3270172,0.0
ARID4B,0.64589036,0.58382285,0.8389151,0.59507066,0.57613105
ARID5B,0.0,0.90388566,0.0,0.0,1.0918589
ARL1,0.0,0.5449772,0.0,0.0,0.5152513
ARL14EP,0.0,0.16374129,0.0,0.0,0.0
ARL16,0.0,0.26215914,0.0,0.0,0.0
ARL2,0.9208156,0.5585958,0.0,0.0,0.47081688
ARL2BP,0.0,0.25477406,0.0,0.0,0.0
ARL3,0.0,0.7105311,0.0,0.0,0.58571744
ARL4A,1.1780896,0.22248109,0.0,0.0,0.0
ARL4C,0.0,0.33822677,1.178173,0.0,0.0
ARL4D,0.0,0.24747866,0.0,0.0,0.0
ARL6IP1,0.6688779,0.49538475,0.0,0.51997817,0.0
ARL6IP4,1.0764644,1.0169423,1.0219791,1.0967581,1.0584877
ARL6IP5,0.7693223,0.9467881,1.1808482,1.27941,0.693943
ARL8B,0.0,0.0,0.0,0.37324083,0.0
ARMC10,0.0,0.40984094,0.0,0.0,0.0
ARMCX3,0.0,0.45535642,0.0,0.0,0.46772817
ARPC1A,0.6604793,0.67528564,0.0,0.0,0.5190464
ARPC1B,1.2529161,0.5570899,1.262152,1.932467,0.0
ARPC2,1.2441043,1.143902,1.9445662,2.1112616,1.1487935
ARPC3,1.30397,1.7712408,1.7541144,2.296948,1.1117234
ARPC4,0.0,0.2774936,0.56630504,0.9741361,0.0
ARPC5,0.8168399,0.8342389,1.1449704,1.8114983,0.8401964
ARPC5L,0.0,0.4225828,0.7974613,0.0,0.0
ARPP19,0.0,0.38790882,0.0,0.28896493,0.0
ARRB2,0.0,0.0,0.0,1.0779243,0.0
ARRDC1,0.0,0.31447822,0.0,0.0,0.0
ARRDC3,0.0,0.25766733,0.0,0.0,0.0
ARSD,0.0,0.53824484,0.0,0.0,0.0
ASAH1,0.0,0.73980975,0.0,1.5486847,0.429434
ASAP1,0.5733656,0.0,0.0,0.3366867,0.0
ASH1L,0.5327685,0.47819218,0.0,0.47266328,0.49054024
ASL,0.0,0.17793937,0.0,0.0,0.0
ASNA1,0.0,0.3724721,0.0,0.0,0.0
ASNSD1,0.0,0.100931294,0.0,0.0,0.0
ASPH,0.7151796,0.38470268,0.0,0.0,0.0
ASRGL1,0.0,1.9410573,0.0,0.0,0.0
ATF4,0.6787811,0.4821466,0.0,0.5180592,0.60634017
ATF6,0.0,0.19459334,0.0,0.292449,0.0
ATF6B,0.0,0.31501883,0.0,0.27682248,0.0
ATF7IP,0.0,0.20399648,0.0,0.0,0.0
ATG101,0.0,0.2654067,0.0,0.0,0.0
ATG12,0.0,0.23085018,0.0,0.25606048,0.0
ATG3,0.0,0.2705786,0.0,0.6916502,0.0
ATG5,0.0,0.19070373,0.0,0.0,0.0
ATIC,0.0,0.22044392,0.0,0.0,0.0
ATL3,0.0,0.22835347,0.0,0.0,0.0
ATM,0.0,0.21778613,1.0098141,0.6921306,0.0
ATN1,0.0,0.23508593,0.0,0.0,0.0
ATOX1,0.79126203,0.73652804,0.0,0.758476,0.6848914
ATP11A,0.0,0.24911903,0.0,0.0,0.0
ATP13A3,0.0,0.0,0.0,0.19144942,0.0
ATP1A1,1.0335906,1.169762,0.0,0.6863581,0.0
ATP1B1,0.0,0.72273993,0.0,0.0,0.0
ATP1B3,0.79474103,0.5763505,0.0,0.7236716,0.4027068
ATP2A2,0.0,0.61300254,0.0,0.3177829,0.0
ATP2B1,0.44017625,0.35447493,0.0,0.7431576,0.0
ATP2B4,0.0,0.33363667,0.0,0.0,0.3113678
ATP2C1,0.0,0.38404545,0.0,0.0,0.0
ATP5F1A,0.68899363,0.93044215,0.0,0.83414674,0.8390751
ATP5F1B,0.8711158,1.0430632,0.0,1.011601,0.8539773
ATP5F1C,0.7961703,1.0943134,0.0,0.7824958,0.8073719
ATP5F1D,0.9796327,1.1596553,1.0203043,1.036979,1.0747706
ATP5F1E,2.2047858,2.2629118,2.5301523,2.7642982,1.8748965
ATP5IF1,0.90643847,1.4414151,1.0489025,0.81281775,0.97175
ATP5MC1,0.5596962,0.76872873,0.0,0.48923618,0.60223234
ATP5MC2,1.5192817,1.8198547,1.4458084,1.7271974,1.6045688
ATP5MC3,0.7000409,1.2203577,0.95825016,1.098505,1.0962601
ATP5MD,1.0987791,1.4217575,1.1140659,1.1593335,1.0842464
ATP5ME,1.168014,1.339596,1.0604342,1.1488593,1.1475598
ATP5MF,0.7109169,1.229907,0.93563926,1.1400632,0.89137113
ATP5MG,1.3219917,1.5288637,1.6841831,1.7819438,1.5308126
ATP5MPL,0.95360297,1.2262776,1.0017114,1.2806011,1.0476989
ATP5PB,0.31406203,0.7068183,0.0,0.8257453,0.5002376
ATP5PD,0.7636866,1.0086663,0.0,0.9206451,0.77528286
ATP5PF,1.1824151,1.3270952,0.97369635,1.0147744,1.194893
ATP5PO,0.7636866,0.9814772,0.0,0.83596784,0.9697575
ATP6AP1,0.0,0.4155364,0.0,0.644422,0.0
ATP6AP2,0.6742467,0.8596452,0.0,1.138979,0.88645154
ATP6V0A1,0.0,0.0,0.0,0.18025897,0.0
ATP6V0B,0.66932607,0.8669799,0.0,1.453823,0.52062356
ATP6V0D1,0.0,0.355348,0.0,0.79474103,0.0
ATP6V0E1,1.047613,1.3950793,1.1669698,1.415441,1.1691878
ATP6V1A,0.0,0.0,0.0,0.45391417,0.0
ATP6V1B2,0.0,0.0,0.0,0.9235536,0.0
ATP6V1D,0.0,0.3988341,0.0,0.0,0.0
ATP6V1E1,0.0,0.3863476,0.0,0.4253201,0.0
ATP6V1F,0.6787811,0.7423221,0.0,1.130336,0.6245767
ATP6V1G1,0.9284864,1.4757193,1.0407724,1.1058809,1.1443839
ATP6V1H,0.0,0.2582769,0.0,0.0,0.0
ATRAID,0.7485267,0.9361221,0.0,0.50958556,0.91445404
ATRX,0.9700844,0.8168399,0.93362653,0.81263083,0.96085906
ATXN10,0.0,0.54507506,0.0,0.0,0.38473076
ATXN2,0.0,0.35284954,0.0,0.26333487,0.0
ATXN7L3B,0.0,0.3672089,0.0,0.0,0.0
AUP1,0.0,0.45828056,0.0,0.40643194,0.0
AURKAIP1,0.6566487,0.96158046,0.0,0.6799117,0.63744354
AXL,0.0,0.0,0.0,0.0,0.36084825
AZIN1,0.0,0.25855035,0.0,0.0,0.0
B2M,4.448153,3.3048182,4.666844,4.335933,3.135955
B4GALT1,0.0,0.48950672,0.0,0.33572072,0.0
B4GALT4,0.0,0.1977122,0.0,0.0,0.0
BABAM1,0.0,0.16280502,0.0,0.0,0.0
BACE2,0.55464363,0.55471134,0.0,0.0,0.0
BACH1,0.0,0.0,0.0,0.55549055,0.0
BAD,0.0,0.25781047,0.0,0.0,0.0
BAG1,0.0,0.67232984,0.0,0.41978514,0.0
BAG5,0.0,0.43776304,0.0,0.0,0.0
BAG6,0.0,0.27707896,0.0,0.0,0.0
BANF1,0.6779101,0.8124564,0.0,0.55371517,0.80763626
BASP1,0.0,0.4604786,0.0,0.47766826,0.88923943
BAX,0.0,0.43438825,0.0,0.6692264,0.0
BAZ1A,0.0,0.32549798,0.0,0.6033561,0.0
BAZ1B,0.0,0.32070193,0.0,0.0,0.0
BAZ2B,0.6254741,0.47288293,0.0,0.58963114,0.0
BBX,0.0,0.56905425,0.0,0.27538365,0.0
BCAM,1.694003,0.64360005,0.0,0.0,0.0
BCAP29,0.62534416,0.59965336,0.0,0.0,0.43281233
BCAP31,0.9543917,0.7856851,0.0,0.7492613,0.51725894
BCAS2,0.0,0.36968076,0.0,0.0,0.0
BCL7C,0.5137433,0.45734912,0.0,0.0,0.48925585
BCLAF1,0.68182206,0.6667353,0.0,0.67806363,0.5784074
BDH2,0.0,0.35284954,0.0,0.0,0.0
BDP1,0.0,0.42690048,0.0,0.3060054,0.0
BET1,0.0,0.24077228,0.0,0.0,0.0
BEX3,0.6887291,0.8124564,0.0,0.0,1.2231252
BEX4,0.0,0.50510466,0.0,0.0,0.0
BFAR,0.0,0.32131457,0.0,0.0,0.0
BICD1,0.0,0.4775188,0.0,0.0,0.0
BID,0.0,0.0,0.0,0.5805351,0.0
BIN2,0.0,0.0,0.7968153,0.5177652,0.0
BIRC2,0.0,0.26255235,0.0,0.0,0.0
BIRC6,0.0,0.32996935,0.0,0.4668821,0.0
BLOC1S1,0.59370595,0.8805174,0.8122759,1.0631638,0.6615476
BLOC1S2,0.0,0.0,0.0,0.33181658,0.0
BLOC1S4,0.0,0.18753608,0.0,0.0,0.0
BLOC1S6,0.0,0.0,0.0,0.5052444,0.0
BLVRA,0.0,0.2984413,0.0,0.35659686,0.0
BLVRB,0.0,0.5440002,0.0,0.908896,0.2446355
BMP2K,0.0,0.0,0.0,0.5543057,0.0
BMPR2,0.9517158,0.21041352,0.0,0.0,0.0
BNIP2,0.62066174,0.0,0.0,0.6308707,0.0
BNIP3,0.0,0.46605104,0.0,0.0,0.0
BNIP3L,0.0,0.7171872,0.0,0.8165376,0.7386018
BOD1,0.0,0.19739749,0.0,0.0,0.0
BOD1L1,0.72569,0.72236013,0.7877099,0.834542,0.6725311
BOLA3,0.0,0.3228283,0.0,0.0,0.0
BORCS7,0.0,0.41023073,0.0,0.0,0.0
BPTF,0.6752095,0.73219156,0.85444456,0.69416684,0.7410879
BRD2,0.38889107,0.46317756,0.0,0.4961106,0.0
BRD3,0.0,0.20627734,0.0,0.0,0.0
BRD4,0.0,0.3849557,0.0,0.48293528,0.28577036
BRD7,0.48554903,0.6055761,0.0,0.45210207,0.0
BRI3,1.3392173,1.025362,0.0,1.8669779,1.0375227
BRIX1,0.0,0.18944547,0.0,0.0,0.0
BRK1,0.98500866,0.9623388,0.86668,0.9842019,0.99848044
BROX,0.0,0.33870396,0.0,0.30194414,0.0
BRWD1,0.0,0.3276544,0.0,0.0,0.0
BSG,0.85282695,0.9423475,0.0,0.6288713,1.0721447
BST2,1.5534867,0.13714416,0.8706398,1.0827909,0.0
BTBD6,0.0,0.19847588,0.0,0.0,0.0
BTBD7,0.0,0.34918758,0.0,0.0,0.0
BTF3,2.1440716,2.2386796,1.8325814,1.7524683,2.2848449
BTF3L4,0.0,0.566358,0.0,0.46364617,0.47969562
BTG1,1.9122488,0.6132103,2.5114813,1.6280125,1.3048263
BTG2,0.464869,0.4515902,0.0,0.35882136,0.0
BTG3,0.0,0.4374711,0.0,0.0,0.0
BTK,0.0,0.0,0.0,0.4105663,0.0
BTN3A2,0.0,0.0,0.8370406,0.0,0.0
BUB3,0.0,0.2950382,0.76003134,0.0,0.0
BUD23,0.0,0.51195705,0.0,0.0,0.0
BUD31,0.51530945,0.5886625,0.0,0.42699966,0.40691715
BZW1,0.7209469,0.6260594,0.0,0.7015851,0.5558131
BZW2,0.0,0.2569965,0.0,0.0,0.0
C11orf54,0.0,0.20779869,0.0,0.0,0.0
C11orf58,1.0877991,1.0691941,1.0069695,0.9389805,1.1586099
C11orf96,0.0,0.0,0.0,0.0,0.74843234
C12orf10,0.0,0.33463907,0.0,0.0,0.0
C12orf45,0.0,0.35676223,0.0,0.0,0.0
C12orf57,0.73163635,0.8792936,0.8725472,0.0,1.5276015
C12orf75,0.0,0.6455666,0.0,0.0,0.0
C14orf119,0.0,0.39151865,0.0,0.0,0.0
C16orf72,0.0,0.18022059,0.0,0.32518327,0.0
C19orf24,0.0,0.2930688,0.0,0.27968693,0.0
C19orf33,0.0,0.8350959,0.0,0.0,0.0
C19orf53,0.84422725,1.0569534,0.90549695,0.7294641,0.94540524
C19orf70,0.6482132,0.8006718,0.0,0.5463182,0.5772853
C1D,0.0,0.42360508,0.0,0.29105255,0.0
C1GALT1C1,0.0,0.31166136,0.0,0.0,0.0
C1QBP,0.6940594,0.8036906,0.0,0.4853945,0.61592513
C1R,0.0,0.0,0.0,0.0,1.5024203
C1S,0.0,0.0,0.0,0.0,1.5525199
C1orf115,0.5609741,0.0,0.0,0.0,0.0
C1orf122,0.0,0.4983012,0.0,0.0,0.0
C1orf123,0.0,0.22859508,0.0,0.0,0.0
C1orf162,0.0,0.0,0.0,1.2771924,0.0
C1orf43,0.5775608,0.6494279,0.0,0.5507152,0.21108183
C20orf27,0.0,0.0,0.0,0.0,0.44449204
C2CD4B,0.0,0.113583244,0.0,0.0,0.0
C2orf88,0.0,1.1636558,0.0,0.0,0.0
C3,0.0,1.0697734,0.0,0.0,0.0
C3AR1,0.0,0.0,0.0,0.66531485,0.0
C4orf3,1.1172439,0.9435886,0.9561318,1.0437013,0.97457635
C4orf48,0.0,0.51682687,0.0,0.77501214,0.0
C5AR1,0.0,0.0,0.0,0.7050371,0.0
C5orf15,0.0,0.29209864,0.0,0.0,0.0
C5orf24,0.5141773,0.38898137,0.0,0.0,0.2620222
C6orf48,0.4866402,0.49202606,0.0,0.2945972,0.9709118
C6orf62,0.0,0.4332001,0.0,0.82756656,0.0
C6orf89,0.0,0.3687057,0.0,0.0,0.0
C7orf50,0.0,0.3817709,0.0,0.0,0.0
C8orf33,0.0,0.18980105,0.0,0.0,0.0
C8orf59,0.8760117,0.9803941,0.79951435,0.71649754,1.0116189
C9orf16,0.7804991,0.772215,0.8411802,0.57434493,0.49050868
C9orf3,0.0,0.0,0.0,0.0,0.9014724
C9orf72,0.0,0.0,0.0,0.34993502,0.0
C9orf78,0.0,0.31823102,0.0,0.41795352,0.0
CA12,0.0,0.19222878,0.0,0.0,0.0
CAB39,0.0,0.0,0.0,0.3897465,0.0
CACUL1,0.0,0.36256334,0.0,0.31637046,0.0
CACYBP,0.0,0.65984976,0.0,0.3351243,0.0
CADM1,0.0,0.513541,0.0,0.0,0.0
CALCOCO2,0.70332056,0.20129837,0.0,0.38415745,0.3866231
CALCRL,1.10465,0.0,0.0,0.0,0.0
CALD1,0.93619436,0.50281125,0.0,0.0,2.5007396
CALM1,1.9024632,1.2267572,2.1874096,1.6275257,1.2410792
CALM2,1.4365257,1.6131731,1.1517057,1.7637986,1.6745381
CALM3,0.53382957,0.5029842,0.7444612,0.86535436,0.59591216
CALR,1.274301,1.5809369,1.1738129,1.2098689,1.3423996
CALU,0.0,0.5119283,0.0,0.0,0.7807739
CAMLG,0.56090486,0.4878403,0.0,0.0,0.7793678
CAMTA1,0.6331941,0.55460984,0.0,0.2599629,0.27570724
CAND1,0.0,0.34104759,0.0,0.0,0.0
CANX,1.1127415,1.2940949,0.0,1.1828076,1.0327628
CAP1,0.6300123,0.6601402,0.9631611,1.4523971,0.45183486
CAPG,0.0,0.38188162,0.0,1.0244257,0.0
CAPN1,0.0,0.53048927,0.0,0.0,0.0
CAPN2,0.34297162,0.36922956,0.0,0.0,0.0
CAPNS1,0.885479,0.8167077,0.0,0.8104319,0.424652
CAPRIN1,0.0,0.4787924,0.0,0.44973072,0.32226035
CAPS,0.0,0.99294484,0.0,0.0,0.0
CAPZA1,0.0,0.43878797,0.6752771,0.9829664,0.0
CAPZA2,0.7794363,0.85130656,0.0,0.91476625,0.4082892
CAPZB,0.7239844,0.6920594,0.9449156,1.1948779,0.89796275
CARD16,0.42865273,0.0,0.0,0.83209825,0.0
CARD8,0.4032801,0.0,0.0,0.33200723,0.0
CARHSP1,0.5491862,0.6916902,0.0,0.0,0.45493856
CARMN,0.0,0.0,0.0,0.0,0.5342756
CARS2,0.0,0.30301118,0.0,0.0,0.0
CASC4,0.0,0.4438097,0.0,0.0,0.0
CASP1,0.0,0.0,0.0,0.71257305,0.0
CASP4,0.4923704,0.36304826,0.0,0.6048073,0.0
CAST,1.2251236,0.915873,0.9922004,1.3258966,0.86713004
CAT,0.0,0.36768693,0.0,0.68920535,0.0
CAV1,2.104539,0.0,0.0,0.0,0.9551818
CAV2,1.0317185,0.0,0.0,0.0,0.0
CAVIN1,1.5808274,0.0,0.0,0.0,0.84386283
CAVIN2,1.5728524,0.0,0.0,0.0,0.0
CAVIN3,0.0,0.0,0.0,0.0,0.5109972
CBL,0.0,0.0,0.0,0.37994578,0.0
CBR1,0.0,0.25442484,0.0,0.0,0.0
