,Ascending vasa recta endothelium,B cell,CD4 T cell,CD8 T cell,Connecting tubule,Descending vasa recta endothelium,Distinct proximal tubule 1,Distinct proximal tubule 2,Epithelial progenitor cell,Fibroblast,Glomerular endothelium,Indistinct intercalated cell,MNP-a/classical monocyte derived,MNP-b/non-classical monocyte derived,MNP-c/dendritic cell,MNP-d/Tissue macrophage,Mast cell,Myofibroblast,NK cell,NKT cell,Neutrophil,Pelvic epithelium,Peritubular capillary endothelium 1,Peritubular capillary endothelium 2,Plasmacytoid dendritic cell,Podocyte,Principal cell,Proliferating Proximal Tubule,Proximal tubule,Thick ascending limb of Loop of Henle,Type A intercalated cell,Type B intercalated cell
B4GALT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8268695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAG1,0.0,0.0,0.0,0.0,1.2790132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0171938,0.0,0.0,0.0,0.7472144,0.0
CHMP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5076296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9485752,0.9185165
NFX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AQP3,0.0,0.0,0.0,0.0,0.733056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3210568,0.0,0.0,0.0,0.0,3.0014906,0.0,0.0,0.0,0.0,0.0
TPM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7062476,0.0,0.0,0.0,0.0,0.0,0.0,1.4466045,2.4660518,0.0,0.0,0.0,0.0,0.0,0.0
TLN1,0.0,0.0,0.0,0.0,0.0,0.0,0.6454204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3033702,0.0,0.0,0.0,0.0,0.0,0.0,0.86303926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HINT2,0.0,0.0,0.0,0.0,0.5780244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.019419
CLTA,0.0,0.0,0.0,0.0,1.1498289,0.0,1.281318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94275504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3653108,1.4759619
TJP2,0.0,0.0,0.0,0.0,0.0,0.0,0.51056176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLF9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6730936,0.0,0.0,0.0,0.0,0.0,0.0,1.3676505,0.0,0.0,0.0,0.0,1.5607154,1.7899562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFAND5,0.0,0.0,0.0,0.0,0.7998591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2360535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0388762
ALDH1A1,0.0,0.0,0.0,0.0,1.1016884,0.0,1.0870094,0.0,0.0,0.0,0.0,0.79979557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7054561,0.0
ANXA1,1.6717592,0.0,1.8458267,1.796777,0.0,0.0,1.2583911,0.0,0.0,0.0,0.0,0.0,2.069746,1.500587,0.8871584,0.0,2.6078887,0.0,1.8114015,2.4189544,0.0,0.0,0.0,1.4538978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSTF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7829562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78981125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRUNE2,0.0,0.0,0.0,0.0,0.0,0.0,0.7694255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLE4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77064997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPK,0.0,0.0,0.0,0.0,1.4795322,0.0,1.2814196,0.0,0.0,0.0,0.0,0.0,0.0,1.1453758,1.1997417,0.0,0.0,1.37779,0.0,0.0,0.0,0.0,0.0,1.1178423,1.342254,0.0,1.4795187,0.0,0.0,0.0,1.3332353,1.3928659
GOLM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1264337
ISCA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6960094
TUT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5171992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSL,0.0,0.0,0.0,0.0,0.92233306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72643286
GADD45G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82198983,0.0
SYK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1339939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1128044,0.0,0.0,0.0
ANP32B,0.0,0.0,0.0,0.0,0.574893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NANS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3439445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC61B,0.0,0.0,0.0,0.0,1.1514778,0.0,1.0729669,0.0,0.0,1.1149403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9993043,0.0,0.0,0.0,0.0,0.0,1.230137,1.2081344
NR4A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7928755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDOB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6851234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.560562,4.658129,0.0,0.0,0.0
SLC44A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2963336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAD23B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6054926
KLF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9195128,0.9554142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4302275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM245,0.0,0.0,0.0,0.0,0.5288201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN,0.0,0.0,0.0,0.0,1.215537,0.0,1.309553,2.042263,0.0,0.0,0.0,0.8300226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.802007,0.0,0.0,0.0,2.6747658,0.0,1.4326513,1.2910677
PTGR1,0.0,0.0,0.0,0.0,1.5672122,0.0,0.0,0.0,0.0,0.8676576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7746224,0.0,0.0,0.0,0.0,1.8908398,0.0,0.0,0.0,0.0,0.0
UGCG,0.0,0.0,0.0,0.0,0.0,0.0,0.8373618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.028808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUSD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77716035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTBP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7541287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC31A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63344765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIF12,0.0,0.0,0.0,0.0,0.0,0.0,0.5337652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8917389,0.0,0.0,0.0,0.0,0.0
AKNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9339386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V1G1,0.0,0.0,0.0,0.0,1.5942526,0.0,1.350361,0.0,0.44722542,1.1149403,0.0,1.9276909,0.0,1.3999481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5600789,0.0,1.5132463,0.0,0.0,0.0,1.6168388,1.5589346
GSN,2.7424083,0.0,0.0,0.0,0.0,3.0275393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3986659,0.0,0.0,2.3633502,0.0,0.0,0.0,0.0,2.7834363,3.1806643,1.2738686,1.75314,0.0,0.0,0.0,0.0,0.0,0.0
STOM,1.2670518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1623917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2230418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFA8,0.0,0.0,0.0,0.0,0.8696189,0.0,0.0,0.0,0.0,0.0,0.0,0.7149391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0804157,0.98485744
PTGS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6229462,0.0,0.0,0.0,0.0,0.0
STRBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6698992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4877232,0.0,0.0,0.0,0.0,0.0,0.0
PSMB7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6083156,0.7128907
RPL35,2.4144216,3.3467333,3.3785636,3.1731791,2.667771,2.7051616,2.8657265,2.7163024,2.6099038,2.6827846,2.2998803,3.247542,3.0035565,2.9855301,3.1926374,2.9368918,2.885963,2.7586792,2.7902007,3.2361238,0.0,3.7028544,2.5735905,2.8012056,3.2945535,2.555841,2.518671,0.0,1.6804348,3.0495272,2.7914038,2.9310367
HSPA5,0.0,0.0,0.0,0.0,0.8913564,0.0,0.80159545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4161346,1.8575985,1.1711339,0.0,0.0,0.0,1.1634843,1.0493467
RPL12,2.197936,3.4823687,3.3542564,3.1316524,2.5883422,2.1685889,3.096696,2.7590063,2.871657,3.3068676,0.0,3.3647137,3.2975059,3.408912,3.422408,2.998563,3.6612659,2.682451,2.8309574,3.2007802,0.0,3.9564688,2.142939,2.5956295,3.2618837,1.6375397,2.5559618,0.0,2.4789858,3.3212576,2.8457847,3.057657
ENG,2.6417544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.349235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4562483,2.0160089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST6GALNAC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76984394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBLN,0.0,0.0,0.0,0.0,0.8165262,0.0,0.0,0.0,0.0,0.0,0.0,1.674852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2619724,0.0,0.0,0.0,0.0,1.2641544,0.0,0.0,0.0,1.1431879,1.0582998
SPTAN1,0.0,0.0,0.0,0.0,0.0,0.0,0.5477823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3703828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SET,0.0,0.0,0.0,0.0,0.9483329,0.0,0.8334415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5384149,0.0,0.8523654,0.0,0.0,0.0,0.0,0.8316113
PTGES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27597848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FNBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9221795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6832609,0.0,0.0,0.0,0.0,2.5491536,0.0,0.0,0.0
AIF1L,0.0,0.0,0.0,0.0,1.6152767,0.0,0.6681597,0.0,1.2878449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6679096,0.0,0.0,1.7957054,0.0,0.0,0.0,0.0,0.0
RPL7A,0.0,2.7088594,2.5664275,2.4562483,2.7025175,2.2631438,2.7899275,2.2193952,2.7574344,2.311395,2.0396404,3.156855,2.6674075,2.6671476,2.9201202,2.373705,0.0,2.6413221,2.511991,2.8198872,0.0,3.5353203,2.050627,2.5460336,3.0387788,0.0,2.528531,2.5189476,2.0736375,2.9648457,3.0679507,3.1712627
FCN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0035565,2.596922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFL7,1.9899441,0.0,0.0,0.0,0.0,1.9550513,0.0,0.0,0.0,0.0,1.804264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8950546,1.3120695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGPAT2,0.0,0.0,0.0,0.0,0.3815953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39173627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNHG7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.084719,0.8274728,0.0,0.0,0.0,0.0,0.0,0.0,0.49487114
TMEM141,0.0,0.0,0.0,0.0,0.81487393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9175451,0.8495518
PHPT1,0.0,0.0,0.0,0.0,0.96856624,0.0,0.78282976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2590483,0.8767385
EDF1,0.0,0.0,0.0,0.0,1.4306557,0.0,1.7049377,0.0,1.3970411,1.1123564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5162088,1.6571391,0.0,1.1828456,0.0,0.0,0.0,1.4709696,1.5075284
PTGDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.849423,0.0,0.0,0.0,0.0,0.0,0.0
PAXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2867649,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLIC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7955194,0.0,0.0,0.0,0.0,0.0,2.0449433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPDC1,1.6312292,0.0,0.0,0.0,0.0,1.7603782,0.0,0.0,0.0,0.0,1.7837837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4156473,1.7174104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77716035,0.0,0.0,0.0,0.0,0.0,0.57109725,0.0
LRRC26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2978582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBB4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79502887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6283191,0.7798091
MRPL41,0.0,0.0,0.0,0.0,0.92233306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9172518,0.7872593
IFITM2,2.349342,0.0,0.0,0.0,0.0,2.5085158,0.0,0.0,0.0,0.0,2.4401703,0.0,1.3060646,2.8270342,0.0,0.0,0.0,1.3903203,2.2872276,1.678107,5.089387,0.0,2.4260936,2.4580045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFITM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6793466,1.0878763,0.0,0.0,0.0,1.3599588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFITM3,3.4372833,0.0,0.0,0.0,0.5137493,3.4205358,2.4248095,1.9810015,1.590733,3.2264643,3.6721454,0.0,0.0,2.2413175,0.0,0.0,0.0,2.6582575,0.0,0.0,0.0,0.0,3.584589,3.2355373,0.0,2.7290351,1.409294,0.0,0.0,0.0,0.0,0.0
RNH1,0.0,0.0,0.0,0.0,0.0,0.0,0.30753338,0.0,0.0,0.0,0.0,0.0,0.0,1.0954225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2811506,0.0,0.0,0.0,0.0,0.7411551,1.0424291
IRF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6402812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98437846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TALDO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.720529
RPLP2,3.0538216,4.247625,3.9413261,3.907623,2.8298907,3.395127,3.253499,3.0190625,3.1657062,3.2515159,2.918482,3.378089,3.6380775,3.6827424,3.786484,3.5079546,3.6355736,3.0517895,3.523518,3.9127412,0.0,4.1757956,3.2169578,3.4283056,3.700661,0.0,2.8468792,0.0,2.1356137,2.9665916,3.11808,3.414571
CD151,0.0,0.0,0.0,0.0,0.65712535,0.0,1.508501,0.0,1.2277994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3676505,0.0,0.0,0.0,0.0,0.0,1.1868877,0.0,1.9618495,1.2546018,0.0,0.0,0.0,0.0,0.0
POLR2L,0.0,0.0,0.0,0.0,1.5061613,0.0,1.7331337,1.8022528,0.0,0.0,0.0,2.0511682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6304032,0.0,0.0,1.4244142,0.0,0.0,2.3122494,1.5615482,1.7414491
TSPAN4,0.0,0.0,0.0,0.0,0.0,0.0,0.27274466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHID1,0.0,0.0,0.0,0.0,0.40882647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSD,0.0,0.0,0.0,0.0,2.12365,0.0,1.1541617,0.0,1.7917078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4231212,1.8140044,0.0,0.0,0.0,2.3437269,2.593744
SYT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSP1,0.0,1.486663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3918605,1.7732519,1.5151913,0.0,0.0,0.0,1.6302395,1.3880594,0.0,0.0,0.0,0.0,1.7527497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5162088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2411008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9938613,0.0,0.0,0.770043,0.0,0.0,0.0,0.0,0.0
KCNQ1OT1,0.0,0.0,0.0,0.0,0.5137493,0.0,1.0448714,0.0,0.2575374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8575985,0.6828282,0.0,0.0,0.0,0.0,0.6306807
