,Ascending vasa recta endothelium,B cell,CD4 T cell,CD8 T cell,Connecting tubule,Descending vasa recta endothelium,Distinct proximal tubule 1,Distinct proximal tubule 2,Epithelial progenitor cell,Fibroblast,Glomerular endothelium,Indistinct intercalated cell,MNP-a/classical monocyte derived,MNP-b/non-classical monocyte derived,MNP-c/dendritic cell,MNP-d/Tissue macrophage,Mast cell,Myofibroblast,NK cell,NKT cell,Neutrophil,Pelvic epithelium,Peritubular capillary endothelium 1,Peritubular capillary endothelium 2,Plasmacytoid dendritic cell,Podocyte,Principal cell,Proliferating Proximal Tubule,Proximal tubule,Thick ascending limb of Loop of Henle,Type A intercalated cell,Type B intercalated cell
FDFT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6599821,0.0,0.0,0.0,0.0,0.0
CTSB,0.0,0.0,0.0,0.0,0.0,0.0,0.9186251,0.0,0.0,0.0,0.0,0.0,1.2866553,0.0,1.5027254,1.3078805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7261794,0.0,0.0,0.0,0.0,0.0,0.0,0.94906014
MTUS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8882415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCM1,0.0,0.0,0.0,0.0,0.7595285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.924621,0.98437846,0.0,0.58580995,0.0,0.0,0.0,0.0,0.0
ASAH1,0.0,0.0,0.0,0.0,1.2220277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5318426,1.8746848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1937623,0.0,0.0,0.0,0.0,0.0
PDLIM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1765869,0.0,0.0,0.0,0.0,0.0,0.0
STC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70987415,0.0,0.0,0.0,0.0,0.0
ADAM28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5281032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPYSL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2737479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLU,0.0,0.0,0.0,0.0,2.3852644,0.0,2.9080067,0.0,2.8923392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.210868,0.0,0.0,0.0,0.0,0.0
HMBOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42291132
KIF13B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38368502
SARAF,0.0,0.0,2.0334115,2.0174205,1.4455758,0.0,1.0411764,0.0,0.0,0.0,0.0,0.0,0.0,1.3629802,1.9165215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6236615,1.9814056,1.4546317,0.0,0.0,0.0,1.1927737,1.2433785
RBPMS,0.0,0.0,0.0,0.0,0.0,0.0,1.073957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.122085,0.0,0.0,0.0,0.0,0.0,0.0
PPP2CB,0.0,0.0,0.0,0.0,0.0,0.0,0.20847629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB11FIP1,0.0,0.0,0.0,0.0,0.7787235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.064721,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLPP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6248646,0.0,0.0,0.0,0.0,0.0
TACC1,1.7403343,0.0,0.0,0.0,0.0,1.8553199,0.0,0.0,0.0,0.0,2.1343522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2818797,1.9577893,0.37602106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCIM,1.7732519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1913218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAT,2.789866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.929992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9600132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37602106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VDAC3,0.0,0.0,0.0,0.0,0.4198121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72205216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMIM19,0.0,0.0,0.0,0.0,0.56303895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEBPD,1.4338667,0.0,0.0,0.0,0.0,0.0,1.5043659,0.0,0.62839746,0.0,0.0,0.0,1.5049419,1.1788021,1.8044053,0.0,0.0,1.4518903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76878303
PRKDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6306807
SNAI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9800141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCMTD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2811506,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V1H,0.0,0.0,0.0,0.0,0.61926347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0472476,0.8243551
TCEA1,0.0,0.0,0.0,0.0,0.0,0.0,0.74169487,0.0,0.0,0.0,0.0,0.56872314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1339939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYPLA1,0.0,0.0,0.0,0.0,0.56380486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2909691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48032445,0.0
SOX17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2088481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3596717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.079782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS20,2.5532148,3.3975174,3.1485717,3.0579545,2.7229226,2.8477886,2.964133,2.614049,2.8940363,1.3208772,2.5584226,3.3716846,3.093802,3.084995,3.2986178,3.1004934,3.309452,2.9084127,2.8084512,3.204398,0.0,3.6482291,2.696737,2.961462,3.4910488,2.1065965,2.5582633,2.6839328,2.3599129,2.933095,3.0559683,3.1631603
SDCBP,0.0,0.0,0.0,0.0,0.68254346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5474174,1.3882475,0.0,0.0,0.0,0.0,0.0,0.0,2.8182807,0.0,0.0,1.1875738,0.0,0.0,1.2931833,0.0,0.0,0.0,0.0,0.0
CA8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47232524
RAB2A,0.0,0.0,0.0,0.0,0.90515715,0.0,0.999328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90183836,1.0632389
TRAM1,0.0,0.0,0.0,0.0,0.0,0.0,0.79510194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1603731,0.0,0.3462489,0.0,0.0,0.0,0.0,0.0
TERF1,0.0,0.0,0.0,0.0,0.41780096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBSPON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7465613,0.66154253,0.0,0.0,0.0,0.0,0.0
RPL7,2.8722515,3.919462,3.8126948,3.5113635,3.3999672,3.1819913,3.214713,3.0104094,3.336997,3.2430618,2.5492916,4.11637,3.5786154,3.3578813,3.5112612,3.0598896,4.2063007,3.183525,3.2232447,3.5217714,0.0,3.9328518,2.7641914,3.0550594,3.570661,2.4764698,3.0987332,3.0087729,3.1220891,3.7545395,3.6510062,3.7947645
RDH10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46531433,0.0,0.0,0.0,0.0,0.0
UBE2W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32595477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELOC,0.0,0.0,0.0,0.0,0.7579987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77516955,0.7314024
LY96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6695611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPD52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62235475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1816925
PAG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0688559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FABP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3452811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1179744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA2,0.0,0.0,0.0,0.0,2.3067355,0.0,0.0,0.0,0.0,0.0,0.0,2.2793176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8785217,0.0,0.0,0.0,1.577793,1.722356
ATP6V0D2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5180302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.236294,2.1118462
CPNE3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32595477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DECR1,0.0,0.0,0.0,0.0,0.92126644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90819293,0.9418894
CALB1,0.0,0.0,0.0,0.0,3.488965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NECAB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4877232,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000253738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59729344,0.0
SLC26A7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.073314,0.0
UQCRB,0.0,0.0,0.0,0.0,2.8377426,0.0,2.3350534,2.57451,2.2852182,2.400553,0.0,3.5409956,2.29688,2.6165235,1.908909,0.0,0.0,1.9999397,0.0,1.9086275,0.0,2.2133257,0.0,2.0357234,1.8321364,0.0,2.1924863,2.7352357,2.7242525,3.5694704,2.9815233,2.7993245
SDC2,0.0,0.0,0.0,0.0,0.0,0.0,0.95521,0.0,0.7882355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9412693,0.0,0.0,0.0,0.0,1.3011478,1.680163
MTDH,0.0,0.0,0.0,0.0,0.0,0.0,0.86510015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0056436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0145375,1.9986899,0.0,0.7274215,0.0,0.0,0.0,0.0,0.6728818
LAPTM4B,0.0,0.0,0.0,0.0,0.5826074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1828456,0.0,0.0,0.0,0.0,0.0
MATN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8676576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL30,2.511632,3.6151528,3.4565136,3.2955568,2.5859334,2.826612,2.8473377,2.5742302,2.587481,2.8640895,2.5544927,3.1668477,3.2344503,3.3247752,3.441885,3.1931267,3.50429,2.6926925,3.030473,3.4059238,0.0,3.608965,2.654563,2.9528146,3.4020133,0.0,2.4585361,0.0,0.0,2.302138,2.9343297,3.117169
RIDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4033678,2.0219555,0.0,0.0,0.0
COX6C,0.0,0.0,0.0,0.0,2.2758477,0.0,1.6818457,2.1812665,1.6340451,1.1815878,0.0,2.9601693,0.0,1.4025623,0.0,0.0,0.0,1.8454775,0.0,0.0,0.0,1.0846375,0.0,1.8182862,1.5645344,0.0,1.9585408,0.0,0.0,2.7633908,2.7562287,2.7760644
POLR2K,0.0,0.0,0.0,0.0,0.0,0.0,0.58254474,0.0,0.0,0.0,0.0,1.7228668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70027256,0.72643286
PABPC1,0.0,2.5539434,2.196514,1.9989933,1.2111605,0.0,1.3592377,0.0,0.0,0.0,0.0,0.0,2.6374264,2.6575286,2.5341797,0.0,1.9108956,0.0,1.9052114,1.8931367,0.0,2.0693414,0.0,0.0,2.518055,0.0,0.0,0.0,0.0,0.0,0.9627244,1.3890758
YWHAZ,0.0,0.0,0.0,0.0,0.8165262,0.0,1.3520777,0.0,0.0,0.0,0.0,0.0,0.70294774,1.3268936,0.0,0.0,0.0,0.0,1.3287337,0.0,0.0,0.0,0.0,0.0,1.8639345,0.0,0.864225,0.0,0.0,0.0,0.0,0.0
ZNF706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1497797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99937,0.0,0.0,0.0,0.0,0.0,0.0,0.6960094
KLF10,0.0,0.0,0.0,0.0,0.88818645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61685973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF3E,0.0,0.0,0.0,0.0,1.2032189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.456964,1.4390593,1.5584162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2738686,0.0,0.76347953,0.0,0.0,0.0,1.3014852,1.6110857
ENY2,0.0,0.0,0.0,0.0,0.93838686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8052206
EIF3H,0.0,0.0,0.0,0.0,0.9980857,0.0,1.0760969,0.0,0.0,0.0,0.0,0.0,0.0,1.2360535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.521621,0.0,0.0,0.0,0.0,0.0,1.1004379,1.4671924
RAD21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76984394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39173627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000225885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72205216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAL2,0.0,0.0,0.0,0.0,0.5288201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2894769,1.327127,0.0,0.0,0.0,0.0,0.0
NDUFB9,0.0,0.0,0.0,0.0,1.821254,0.0,1.2131798,0.0,1.5000908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6235074,0.0,0.0,0.0,1.8456022,1.7441548
MTSS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8784898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYRIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8784898,1.1338391,0.0,0.0,0.0,1.2775929,0.0,0.0,0.0,0.0,0.0,1.4764252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77202505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDRG1,0.0,0.0,0.0,0.0,1.4774982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1540985,0.0,0.0,0.0,0.0,0.0
ZFAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76984394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.545476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LY6E,0.0,0.0,0.0,0.0,0.0,0.0,1.4714794,0.0,0.0,0.0,0.0,0.0,0.0,1.2520491,0.0,0.0,0.0,0.0,1.5231833,0.0,0.0,0.0,0.0,1.1436976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEF1D,0.0,2.4439921,2.5257976,2.3713534,1.6705904,0.0,1.8394146,0.0,1.632489,1.1433159,0.0,2.1343331,2.373453,2.1430497,1.9849033,0.0,0.0,1.9989933,2.1668756,2.5116324,0.0,2.510346,0.0,2.0721693,2.1213894,0.0,1.591807,0.0,0.0,0.0,1.900753,2.046549
GPAA1,0.0,0.0,0.0,0.0,0.0,0.0,0.62493503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC1,0.0,0.0,0.0,0.0,1.291004,0.0,0.0,0.0,0.0,0.0,0.0,2.037153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62118495,1.6378258,1.3054576
VPS28,0.0,0.0,0.0,0.0,0.9210799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82173896,0.0,0.0,0.0,0.642424,1.0025523
RPL8,2.5900514,3.5833974,3.2738547,3.037313,2.8785615,2.999922,2.8017194,2.6496613,2.8638458,1.6160125,2.3033524,3.8814244,3.0226455,3.3457642,3.1354094,2.2878242,3.246018,2.9107275,2.5801103,2.907885,0.0,3.9791393,2.5642111,3.0646806,2.632152,0.0,2.693221,0.0,2.317491,3.3978572,3.3708427,3.2953749
DMRT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.230137,0.0
AK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8231707,0.84528387
DMAC1,0.0,0.0,0.0,0.0,0.733056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51283365,0.80517495
RPS6,3.018651,4.416335,4.2564054,3.953201,3.2726083,3.3310866,3.5207224,3.402467,3.4088082,3.5826583,2.6206222,4.303437,3.560535,3.576617,3.8334177,3.721409,3.7096777,3.3495517,3.4755435,3.9157395,0.0,4.7183356,3.007022,3.3104274,3.909099,2.4695103,3.1653748,3.1964936,3.335634,3.7807555,3.7859638,3.9067216
TEK,0.9226983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFB6,0.0,0.0,0.0,0.0,1.1016884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46082968,0.0,0.0,0.0,1.1693056,1.0962622
DNAJA1,0.0,1.2198367,0.0,0.0,1.0642327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5457976,0.0,0.0,0.0,0.0,0.0,1.140285,1.1982402
