,BEST4+ cell,Enterocyte progenitor cell subset 2,Enterocyte progenitor cell subset 3,Enterocyte subset 1,Enterocyte subset 2,Enteroendocrine cell subset 1,Enteroendocrine cell subset 2,Goblet cell subset 1,Goblet cell subset 2,Goblet cell subset 3,Goblet progenitor,Mature enterocyte subset 1,Mature enterocyte subset 2,Microfold cell,Mixed cell types,Paneth cell,Stem cell,Transit amplifying cell subset 1,Transit amplifying cell subset 2,Transit amplifying cell subset 3,Tuft cell,enterocyte progenitor subset 1
B3GALT5,1.0986123,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,1.0986123,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
BACE2,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.6931472,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472
FAM3B,1.609438,1.609438,1.7917595,1.7917595,1.7917595,1.0986123,1.0986123,1.3862944,1.0986123,1.3862944,1.0986123,1.9459101,1.9459101,0.6931472,1.3862944,1.0986123,1.609438,1.609438,1.609438,1.609438,1.3862944,1.609438
TMPRSS2,1.0986123,0.6931472,0.6931472,1.0986123,1.3862944,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.3465736,1.3862944,1.3862944,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ABCG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFF3,3.4011974,1.609438,1.3862944,1.0986123,1.7917595,2.7725887,2.3025851,5.918894,2.7725887,4.919981,5.5012584,1.3862944,1.609438,2.3025851,3.0445225,3.3322046,1.9459101,1.609438,1.609438,1.609438,2.6390574,1.9459101
SLC37A1,1.0986123,1.0986123,0.6931472,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472
PDE9A,1.0986123,0.0,0.0,0.0,1.7917595,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.6931472,1.609438,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472
WDR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0
NDUFV3,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123
PKNOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0
RRP1B,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.6931472
PDXK,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.0,0.0,1.0986123,0.6931472,0.0,1.0986123,0.6931472,1.0986123,1.3862944,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
CSTB,1.0986123,0.6931472,0.6931472,1.0986123,1.3862944,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.0,0.6931472,1.0986123,1.3862944,0.6931472,0.3465736,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123
AGPAT3,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
TRAPPC10,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
PFKL,0.6931472,0.6931472,1.0986123,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123
UBE2G2,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
SUMO3,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.6931472,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472
PTTG1IP,1.0986123,0.6931472,0.6931472,1.0986123,1.3862944,1.0986123,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,1.3862944,1.7917595,1.0986123,0.6931472,0.6931472,1.0986123,0.6931472,1.0986123,1.0986123,0.6931472,1.0986123
ITGB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCM3AP,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C21orf58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0
PCNT,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0
DIP2A,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
PRMT2,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472
HDHD5,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472
ATP6V1E1,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0
BCL2L13,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472
BID,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
MICAL3,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
PEX26,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.6931472,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472
DGCR2,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472
SLC25A1,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,1.0986123
C22orf39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0
MRPL40,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0
UFD1,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.3465736,0.0,0.6931472,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472
COMT,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,1.0986123,0.6931472,0.0,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472
DGCR8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0
RANBP1,0.6931472,1.3862944,1.7917595,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.609438,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,1.0986123,1.9459101,1.609438,1.609438,0.6931472,1.609438
MED15,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
PI4KA,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,1.0986123,0.6931472,1.0986123,0.6931472,0.0,1.0986123,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
SNAP29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2L3,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123,0.6931472,1.0986123,1.3862944,1.0986123,1.0986123,0.6931472,1.0986123,0.6931472,1.0986123,1.0986123,1.3862944,1.0986123,0.6931472,1.0986123
SDF2L1,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,1.9459101,0.6931472,0.6931472,1.9459101,1.0986123,1.0986123,1.3862944,1.0986123,0.6931472,0.6931472,1.3862944,1.609438,1.0986123,0.6931472,1.0986123
PPIL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0
MAPK1,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,1.0986123,0.6931472,1.0986123,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
BCR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHCHD10,1.609438,1.7917595,2.1972246,2.3025851,2.3025851,1.0986123,1.0986123,1.7917595,1.0986123,1.3862944,1.609438,2.1972246,2.0794415,1.0986123,1.609438,1.0986123,1.609438,2.0794415,2.0794415,2.0794415,1.0986123,2.0794415
SMARCB1,0.0,0.6931472,0.6931472,0.0,0.0,0.6931472,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
MIF,2.1972246,2.8332133,3.295837,2.7080503,2.1972246,2.1972246,2.4849067,2.7080503,1.7917595,2.5649493,2.8332133,2.0794415,2.0794415,2.0794415,2.7725887,2.0794415,2.5649493,3.218876,3.1354942,3.1354942,2.4849067,3.0445225
DDT,1.7917595,2.1972246,2.5649493,2.6390574,2.6390574,1.3862944,1.3862944,1.7917595,1.3862944,1.609438,1.9459101,2.6390574,2.7080503,1.609438,1.9459101,1.3862944,1.7917595,2.5649493,2.3978953,2.3978953,1.3862944,2.3978953
CABIN1,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
SPECC1L,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,1.0986123,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
GUCD1,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0
SNRPD3,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123
KIAA1671,1.0986123,1.0986123,0.6931472,1.0986123,1.3862944,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,1.0986123,1.3862944,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
GRK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PITPNB,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
TTC28,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472
CHEK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0
XBP1,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.7917595,1.0986123,1.0986123,1.7917595,0.6931472,0.6931472,1.0986123,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123
ZNRF3,0.6931472,1.0986123,1.0986123,0.6931472,0.0,0.6931472,0.6931472,0.6931472,1.0986123,1.3862944,1.0986123,0.0,0.0,0.6931472,0.6931472,1.4978662,1.3862944,1.0986123,1.0986123,1.0986123,1.3862944,1.0986123
KREMEN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWSR1,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,1.3862944,1.0986123,1.0986123,0.6931472,0.6931472,1.0986123,0.6931472,1.0986123,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123
AP1B1,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,1.0986123,0.6931472,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472
NIPSNAP1,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
NF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UQCR10,2.0794415,2.0794415,2.4849067,2.5649493,2.5649493,1.609438,1.609438,2.3978953,1.3862944,2.1972246,2.3978953,2.3978953,2.3025851,1.9459101,2.0794415,1.3862944,1.9459101,2.3978953,2.4849067,2.3025851,1.609438,2.3025851
ASCC2,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTMR3,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.89587975,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.0,0.6931472,0.0
SF3A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0
MTFP1,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0
TCN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,1.3862944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP18,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSBP2,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUG1,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
SMTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELENOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3978953,0.0,1.9459101,2.5649493,0.0,0.0,0.0,0.6931472,0.3465736,0.0,0.0,0.0,0.0,0.0,0.0
LIMK2,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.3862944,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,1.0986123,1.0986123
DRG1,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0
PISD,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472
PRR14L,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
DEPDC5,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0
YWHAH,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,1.3862944,1.0986123,1.0986123,0.6931472,0.6931472
SLC5A1,0.6931472,1.3862944,1.3862944,2.3025851,2.6390574,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,3.3322046,3.218876,0.6931472,1.3862944,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123
ENSG00000242082,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC5A4,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTCB,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.3862944,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472
FBXO7,0.6931472,0.0,0.6931472,0.6931472,0.0,0.0,0.6931472,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472
LARGE1,1.609438,1.609438,1.0986123,1.3862944,1.7917595,1.0986123,1.609438,1.609438,1.9459101,1.3862944,1.4978662,1.7917595,1.7917595,1.0986123,1.3862944,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123,2.0794415,1.0986123
ISX,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGXB4,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472
HMOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCM5,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.6931472,0.0,0.6931472
MB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOL6,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.0,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472,1.0986123,0.0,0.6931472,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
RBFOX2,1.0986123,1.3862944,1.0986123,1.0986123,1.0986123,1.7917595,1.609438,1.3862944,1.7917595,1.609438,1.4978662,1.0986123,1.0986123,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.3862944,1.0986123
MYH9,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.3862944,1.3862944,1.0986123,1.3862944,1.3862944,1.3862944,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.3862944,1.3862944,1.0986123
TXN2,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123
EIF3D,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,1.0986123,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472
TST,1.3862944,1.0986123,1.3862944,1.609438,1.609438,0.6931472,0.6931472,1.0986123,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123,0.6931472,1.0986123,1.3862944,1.3862944,1.3862944,0.6931472,1.0986123
MPST,1.0986123,1.0986123,1.3862944,1.3862944,1.609438,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.3862944,1.3862944,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123
LGALS2,0.0,0.0,0.6931472,1.0986123,2.1972246,0.0,0.6931472,0.0,0.0,0.0,0.0,0.6931472,1.609438,0.0,0.6931472,0.0,0.0,0.6931472,1.0986123,0.6931472,0.6931472,1.3862944
SH3BP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIOBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0
H1-0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.6931472,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0
EIF3L,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123
POLR2F,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
BAIAP2L2,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.0,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.6931472,0.0
MAFF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0
TMEM184B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSNK1E,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.6931472,0.0,0.0
DDX17,1.7917595,1.609438,1.3862944,1.609438,1.609438,1.7917595,1.7917595,1.7917595,1.7917595,1.7917595,1.7917595,1.609438,1.609438,1.609438,1.609438,1.609438,1.609438,1.3862944,1.3862944,1.3862944,1.9459101,1.609438
TOMM22,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.0,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472
