,B_CD27neg,B_CD27pos,Blood_vessel,Dendritic_Cells,Epi_basal,Epi_dividing,Epi_stratified,Epi_suprabasal,Epi_upper,Glands_duct,Glands_mucous,Lymph_vessel,Mast_cell,Mono_macro,NK_T_CD8_Cytotoxic,Stroma,T_CD4,T_CD8
SMC2,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLF4,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0
TXN,0.0,0.0,1.0986123,0.6931472,1.3862944,2.8903718,3.295837,1.7917595,1.609438,1.3862944,1.7917595,1.0986123,0.0,0.6931472,0.0,1.0986123,0.6931472,0.6931472
PTGR1,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UGCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V1G1,0.0,0.0,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,1.3862944,1.0986123,1.609438,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0
GSN,0.0,0.0,1.0986123,0.6931472,0.6931472,0.0,0.6931472,0.0,0.6931472,0.6931472,1.0986123,0.0,0.0,0.0,0.0,2.3978953,0.0,0.0
STOM,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0
NDUFA8,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMB7,0.0,0.0,0.0,0.0,0.6931472,1.0986123,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL35,1.609438,1.609438,2.0794415,2.0794415,2.7080503,3.5263605,3.1780539,2.9957323,1.9459102,2.4849067,2.8903718,1.7917595,0.6931472,1.3862944,1.3862944,2.0794415,1.609438,1.3862944
ARPC5L,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPA5,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12,1.9459102,2.1972246,2.3978953,2.3978953,3.2580965,3.7612002,3.3672957,3.4339871,2.3978953,2.9957323,3.1354942,1.9459102,1.609438,1.7005987,1.609438,2.3978953,1.9459102,1.3862944
NIBAN2,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,1.3862944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4849067,3.4339871,2.0794415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBLN,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SET,0.0,0.0,0.0,0.0,0.6931472,1.0986123,0.6931472,0.6931472,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZDHHC12,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIF1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.609438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL7A,1.7917595,1.7917595,2.1972246,2.0794415,2.944439,3.8501477,3.465736,3.295837,2.0794415,2.8332133,3.2580965,1.9459102,1.0986123,1.0986123,1.3862944,2.1972246,1.609438,1.0986123
SURF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFL7,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0
AGPAT2,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNHG7,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.0,0.6931472,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM141,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHPT1,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDF1,0.0,0.0,0.6931472,0.6931472,1.3862944,1.609438,1.609438,1.3862944,1.609438,1.3862944,1.7917595,0.6931472,0.0,0.6931472,0.0,0.6931472,0.0,0.0
PAXX,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLIC3,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,2.6390574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPDC1,0.0,0.0,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSNA1,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYSRT1,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0,3.3322046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBB4B,0.0,0.0,0.0,0.0,0.6931472,1.7917595,1.0986123,0.6931472,1.0986123,0.6931472,1.0986123,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0
MRPL41,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFITM2,0.0,0.0,1.609438,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,1.609438,0.0,0.0,0.6931472,1.0986123,0.0,0.0
IFITM3,0.0,0.0,2.3025851,0.0,0.6931472,0.6931472,0.0,1.609438,0.0,1.3862944,0.0,1.9459102,0.0,0.0,0.0,1.7917595,0.0,0.0
PKP3,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNH1,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0
HRAS,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPS8L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TALDO1,0.0,0.0,0.0,0.6931472,0.6931472,1.3862944,1.0986123,0.6931472,1.3862944,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPLP2,2.3978953,2.6390574,2.4849067,2.5649493,2.9957323,3.7612002,3.4339871,3.1780539,2.3025851,3.0445225,3.4011974,2.3025851,1.0986123,1.9459102,1.9459102,2.3025851,2.4849067,1.9459102
CRACR2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD151,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.0,0.0,0.0,1.3862944,1.3862944,0.6931472,0.0,0.0,0.0,0.6931472,0.0,0.0
POLR2L,0.0,0.0,0.6931472,0.0,0.6931472,1.609438,1.3862944,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,0.0,0.0,0.0,0.6931472,0.0,0.0
CHID1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUC5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5649493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSD,0.0,0.0,0.0,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,1.0986123,0.6931472,0.0,0.0,0.0,0.0
LSP1,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL23,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHLDA2,0.0,0.0,0.0,0.0,0.0,1.0986123,1.3862944,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAP1L4,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHOG,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAVIN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0
ARFIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL17,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF3F,0.0,0.0,0.6931472,0.6931472,0.89587975,1.3862944,0.6931472,1.0986123,0.0,1.0986123,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.0,0.0
RPL27A,2.0794415,2.4849067,2.441401,2.6390574,3.218876,3.8501477,3.583519,3.295837,2.3025851,3.0910425,3.5553482,2.3025851,1.3862944,1.7917595,1.9459102,2.3978953,2.1972246,1.7917595
TMEM9B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4G2,0.0,0.0,0.0,0.0,0.6931472,1.0986123,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMA1,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11orf58,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS13,1.9459102,2.0794415,2.3978953,2.3978953,2.8903718,3.4965076,3.218876,3.1354942,2.1972246,2.8332133,3.0910425,2.0794415,1.0986123,1.609438,1.609438,2.0794415,1.9459102,1.3862944
NUCB2,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,1.3862944,0.0,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3025851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDHA,0.0,0.0,1.0986123,1.0986123,1.3862944,2.3025851,1.7917595,1.7917595,0.6931472,1.0986123,1.0986123,0.6931472,0.0,0.6931472,0.0,1.0986123,0.0,0.0
CCDC34,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF3M,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRRG4,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD59,0.0,0.0,1.3862944,0.0,0.6931472,0.6931472,1.0986123,0.6931472,2.1972246,1.609438,1.609438,1.3862944,0.0,0.0,0.0,1.0986123,0.0,0.0
EHF,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,1.0986123,1.0986123,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD44,0.0,0.0,0.0,0.0,0.0,1.0986123,0.6931472,0.6931472,0.0,0.0,0.6931472,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0
CD82,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREB3L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPI1,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMC3,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFS3,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTCH2,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSRP1,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIMM10,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPING1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.609438,0.0,0.0
SELENOH,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNND1,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYATL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,1.7917595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS4A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0
MS4A6A,0.0,0.0,0.0,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0
MS4A1,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM258,0.0,0.0,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,1.3862944,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0
FTH1,1.609438,1.7917595,1.9459102,3.4965076,3.0910425,2.4849067,1.9459102,2.7725887,4.2195077,3.295837,3.871201,2.5649493,2.8617926,3.4011974,1.3862944,3.465736,1.3862944,1.0986123
SCGB2A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCGB1D2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCGB2A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHNAK,0.0,0.0,0.0,0.0,0.6931472,1.0986123,1.3862944,0.6931472,1.3862944,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0
EML3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UQCC3,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBXN1,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLR2G,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM179B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC3A2,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.6931472,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAAT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX8A,0.0,0.0,0.6931472,0.6931472,1.0986123,1.9459102,1.609438,1.0986123,1.3862944,1.0986123,1.3862944,0.6931472,0.0,0.6931472,0.0,0.6931472,0.0,0.0
FKBP2,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP1R14B,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRMT112,0.0,0.0,0.6931472,0.6931472,0.6931472,1.609438,1.0986123,1.0986123,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.0,0.0
PRDX5,0.0,0.0,0.6931472,0.6931472,1.3862944,1.3862944,1.609438,1.0986123,1.609438,1.0986123,1.3862944,0.6931472,0.0,0.0,0.0,0.6931472,0.0,0.0
SF1,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL2,0.0,0.0,0.6931472,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0
FAU,1.7917595,1.7917595,1.9459102,2.0794415,2.4849067,2.8903718,2.4849067,2.3978953,1.609438,2.3978953,2.4849067,1.7917595,1.0986123,1.3862944,1.3862944,1.7917595,1.609438,1.3862944
CAPN1,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEAT1,0.0,0.0,1.609438,1.609438,1.9459102,2.5649493,2.7725887,1.7917595,3.4339871,2.0794415,2.8332133,1.3862944,0.6931472,1.3862944,0.6931472,1.3862944,0.6931472,0.0
MALAT1,4.102609,4.477337,4.9015574,4.7004805,5.1845846,4.6634393,5.049856,4.8598123,5.755742,5.351858,4.75359,4.465908,4.516205,3.6888795,4.553877,4.6051702,4.59512,4.248495
RNASEH2C,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFL1,0.6931472,0.6931472,1.0986123,1.7917595,1.0986123,2.1972246,1.7917595,1.3862944,1.3862944,1.3862944,1.7917595,1.3862944,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472
CTSW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0
CCDC85B,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRAP1,0.0,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BANF1,0.0,0.0,0.0,0.0,0.6931472,1.0986123,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CST6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SF3B2,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YIF1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL11,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHOD,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,1.3862944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP1CA,0.0,0.0,0.0,0.0,0.3465736,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS6KB2,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORO1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM134,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK2AP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSTP1,0.0,0.0,1.0986123,1.0986123,2.1972246,3.6635616,3.465736,2.3978953,2.4849067,2.0794415,2.7080503,0.6931472,0.0,0.6931472,0.6931472,1.609438,0.6931472,0.6931472
NDUFV1,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUDT8,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFS8,0.0,0.0,0.0,0.0,0.6931472,1.0986123,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL21,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCND1,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMTOR1,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANAPC15,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOLR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862944,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STARD10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COA4,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPCS2,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0
RPS3,2.0794415,2.4849067,2.5649493,2.5649493,3.3672957,4.0943446,3.4965076,3.637586,1.609438,3.1354942,3.3672957,2.3025851,1.3862944,1.609438,2.0794415,2.3025851,2.3978953,1.7917595
CLNS1A,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFC2,0.0,0.0,0.0,0.0,0.6931472,1.0986123,0.6931472,0.6931472,0.0,0.6931472,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCP,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS23,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAF1D,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CWC15,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
