,Endothelial1,Endothelial2,Fibroblast,Lymphocyte,Macrophage,Microvasculature,Smooth Muscle,Uncharacterized
C11orf96,0.0,0.0,0.9197123,0.0,0.0,2.9835773,2.7608051,0.0
TSPAN18,0.2909147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP53I11,0.0,0.0,0.0,0.0,0.0,0.4144467,0.0,0.0
MDK,0.1418846,0.9945222,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP1,0.0,0.0,0.0,0.0,0.0,0.6233491,0.0,0.0
SPI1,0.0,0.0,0.0,0.0,1.5702336,0.0,0.0,0.0
PSMC3,0.5356034,0.5513016,0.63384223,0.0,0.48114905,0.89591414,0.8281298,0.8255071
CELF1,0.0,0.0,0.0,0.0,0.2606686,0.0,0.0,0.0
NDUFS3,0.0,0.0,0.4285134,0.0,0.4387496,0.6026715,0.42434135,0.5553213
MTCH2,0.0,0.0,0.0,0.0,0.43364832,0.0,0.0,0.0
FNBP4,0.45481881,0.654429,0.39401883,0.0,0.3485682,0.0,0.0,0.0
NUP160,0.0,0.6604322,0.0,0.0,0.0,0.0,0.0,0.0
PTPRJ,0.0,0.6979313,0.0,0.0,0.41423705,0.0,0.0,0.0
SLC43A3,0.0,0.0,0.0,0.0,0.5111859,0.0,0.0,0.0
TIMM10,0.28282762,0.0,0.0,0.0,0.3083732,0.43456545,0.36101994,0.0
UBE2L6,0.0,0.0,0.0,0.0,0.2772254,0.0,0.0,0.0
SERPING1,0.8717918,1.212785,2.5758882,0.0,0.0,1.3532529,1.6253048,2.0606437
SELENOH,0.9776633,1.0229045,0.7507307,0.86629426,1.0094662,0.72563434,0.6893568,0.68179375
CTNND1,0.48495957,0.5241307,0.0,0.0,0.31874207,0.0,0.0,0.0
MPEG1,0.0,0.0,0.0,0.0,0.768101,0.0,0.0,0.0
MRPL16,0.0,0.0,0.0,0.0,0.0,0.47824138,0.27140298,0.0
MS4A6A,0.0,0.0,0.0,0.0,1.7945242,0.0,0.0,0.0
MS4A4A,0.0,0.0,0.0,0.0,1.2871623,0.0,0.0,0.0
MS4A7,0.0,0.0,0.0,0.0,1.6520605,0.0,0.0,0.0
TMEM109,0.7335339,0.7662469,0.6712873,0.0,0.36337405,0.6175856,0.6940485,0.5963395
SLC15A3,0.0,0.0,0.0,0.0,0.41348124,0.0,0.0,0.0
TMEM258,1.1271291,1.1945362,1.4738421,1.2614014,1.0993907,1.0075669,1.1427939,1.2520491
FADS3,0.0,0.0,0.34072584,0.0,0.0,0.8610939,0.52191997,0.36268118
RAB3IL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38144797
FTH1,3.0737991,3.675678,4.353303,3.4067717,4.5720153,3.6872284,3.8466558,3.916548
AHNAK,1.5090015,1.5125201,1.4145172,1.1397425,1.3504207,1.1599648,1.5369217,1.7011575
GANAB,0.0,0.26197255,0.36660016,0.0,0.0,0.0,0.0,0.0
UBXN1,1.041074,0.847946,0.7635144,0.917297,0.9363868,1.0031123,0.9355171,0.83791083
POLR2G,0.47040161,0.0,0.3008045,0.0,0.41506523,0.35853422,0.3633008,0.0
TMEM179B,0.6131054,0.53223187,0.60127103,0.0,0.5004077,0.301302,0.34825158,0.5027966
NXF1,0.0,0.0,0.0,0.0,0.2606686,0.0,0.0,0.0
SLC3A2,0.915931,0.70807433,0.59382313,0.80062115,0.78502595,0.0,0.46962517,0.6035713
PLAAT3,0.883081,0.7633306,0.4504941,0.0,0.47260952,0.44304645,0.5767773,0.6537198
ATL3,0.46830392,0.47908127,0.6231786,0.0,0.40055123,0.5303032,0.63191676,0.5027966
RTN3,0.49607384,0.6369104,0.7412989,0.0,0.81214166,0.53748834,0.59391403,0.63672864
COX8A,1.101169,1.2384843,1.144682,1.2151481,1.5474114,1.7262987,1.5339875,1.2606761
OTUB1,0.0,0.0,0.0,0.0,0.3415193,0.0,0.0,0.0
STIP1,0.0,0.0,0.0,0.0,0.3168985,0.0,0.0,0.0
FERMT3,0.0,0.0,0.0,0.0,1.0152851,0.0,0.0,0.0
VEGFB,0.0,0.0,1.2084363,0.0,0.5659457,0.6815765,0.9612759,0.88291466
FKBP2,0.8054145,1.0924505,1.2126938,0.9394618,0.80605483,0.8562932,1.186611,1.1346709
PPP1R14B,0.9714757,0.83743984,1.1228772,0.0,0.7893311,0.90371287,1.119939,0.83651185
BAD,0.39532077,0.4461814,0.59251,0.0,0.0,0.5459014,0.5616834,0.60481304
TRMT112,1.0765281,1.1143911,1.1446819,1.0715632,1.0470915,1.1761601,1.2682652,1.3144143
PRDX5,0.95770776,0.968448,1.3405333,0.94146,1.0061982,1.0172629,0.98584116,1.3684871
RASGRP2,0.0,0.0,0.0,0.0,0.0,0.6129662,0.3345477,0.0
SF1,0.5385515,0.69162565,0.48488474,0.18666539,0.47737974,0.44511133,0.41599363,0.5366263
ARL2,1.0613807,0.86112016,0.90109956,0.0,0.51306224,0.88679934,0.9557456,0.9964044
VPS51,0.45746037,0.0,0.31863984,0.0,0.0,0.42967278,0.42748576,0.0
FAU,3.113853,3.0018768,2.7602973,3.2640991,2.936812,2.9361272,2.9719381,2.7913013
CAPN1,0.0,0.0,0.25762206,0.0,0.4076858,0.35226715,0.0,0.0
NEAT1,2.1606293,2.2085338,2.1682243,1.7954566,2.7849054,1.606396,1.5547407,1.5904322
MALAT1,5.851765,6.1796403,5.8678274,6.200347,5.5500216,6.237376,5.922692,5.9876814
LTBP3,0.0,0.7090689,0.7301836,0.0,0.0,0.0,0.67588884,0.6476461
FAM89B,0.4554301,0.51593053,0.53086513,0.0,0.0729006,0.5586479,0.72150606,0.49176693
EHBP1L1,0.0,0.0,0.0,0.0,0.41922283,0.33726287,0.26320714,0.0
MAP3K11,0.59253776,0.404451,0.0,0.0,0.0,0.0,0.0,0.0
SIPA1,0.0,0.0,0.0,0.0,0.38512158,0.0,0.0,0.0
RNASEH2C,0.56403345,0.72494745,0.7751696,0.0,0.48770544,0.96253276,0.86098874,0.6984389
CFL1,1.9232138,1.7561284,1.4885993,1.9921573,2.4955635,2.1693387,2.0321622,1.7717817
EFEMP2,0.0,0.0,0.76007354,0.0,0.0,0.33826548,0.732925,0.49176693
FIBP,0.0,0.0,0.38210458,0.0,0.49577257,0.46989492,0.39545536,0.0
CCDC85B,1.6863211,1.558342,0.8547864,0.5970949,0.52529377,0.75343776,1.010437,0.56498235
DRAP1,0.584798,0.69891334,0.7999603,0.87384474,1.0022339,0.92768276,0.96502775,1.0428255
BANF1,0.7471077,0.83566,0.6912526,0.19639832,0.7287099,0.7562156,1.0237609,0.71196425
SF3B2,0.69109136,0.8079212,0.7155782,0.7267418,0.6540079,0.72205013,0.7243853,0.7743494
RAB1B,0.35069442,0.5196452,0.25813448,0.0,0.33804536,0.37069654,0.39860976,0.44509113
YIF1A,0.0,0.0,0.6739177,0.0,0.35981235,0.5671381,0.5463295,0.6458057
CD248,0.0,0.0,0.38801986,0.0,0.0,0.0,0.0,0.0
BRMS1,0.0,0.0,0.0,0.0,0.2141661,0.0,0.0,0.0
MRPL11,0.3131624,0.0,0.37105113,0.0,0.24268189,0.46387982,0.36170638,0.0
CTSF,0.0,0.50740916,1.1936443,0.0,0.0,0.0,0.71000063,0.53983116
CCS,0.0,0.0,0.56586885,0.0,0.0,0.0,0.2022652,0.49677813
RHOD,0.0,0.0,0.0,0.0,0.0,0.0,0.4043516,0.0
GRK2,0.0,0.0,0.0,0.0,0.54063106,0.0,0.0,0.0
PPP1CA,0.49713105,0.3629207,0.38068372,0.504832,0.9762689,0.64578426,0.36871928,0.56170774
CORO1B,0.4303996,0.0,0.28877866,0.0,0.70874584,0.6443412,0.37877244,0.0
AIP,0.3644017,0.0,0.48471668,0.0,0.4246386,0.54585564,0.51045257,0.5891767
CDK2AP2,0.0,0.25910547,0.3793318,0.3301984,0.390389,0.45641375,0.5718187,0.269369
GSTP1,1.5553168,1.915508,1.9986742,1.5309428,1.7203529,2.168253,2.3079739,2.2652905
NDUFV1,0.0,0.0,0.43141383,0.0,0.4082514,0.6311919,0.50060546,0.43073446
UNC93B1,0.0,0.0,0.0,0.0,0.67684305,0.0,0.0,0.0
NDUFS8,0.47755978,0.48342562,0.54719526,0.3497277,0.6694177,0.83707774,0.7861627,0.7465133
TCIRG1,0.0,0.0,0.0,0.0,0.57540417,0.0,0.0,0.0
CPT1A,0.0,0.56351125,0.0,0.0,0.0,0.0,0.0,0.0
MRPL21,0.0,0.0,0.36606434,0.0,0.3211797,0.5264317,0.4953596,0.0
MRGPRF,0.0,0.0,0.0,0.0,0.0,1.0749353,0.34551156,0.0
CCND1,0.0,0.65402985,0.0,0.0,0.0,0.57694024,0.60897136,0.0
CTTN,0.49621844,0.6935975,0.635665,0.0,0.0,0.5355449,0.64213586,0.5032876
NUMA1,0.32605866,0.26235965,0.34269488,0.0,0.0,0.0,0.0,0.0
LAMTOR1,0.8584417,0.83835757,0.8359561,0.41932076,1.1335912,0.9391294,0.8270967,0.86453813
FOLR2,0.0,0.0,0.0,0.0,0.9634012,0.0,0.0,0.0
ARAP1,0.0,0.0,0.0,0.0,0.29509896,0.0,0.0,0.0
FCHSD2,0.0,0.0,0.0,0.0,0.29100806,0.0,0.0,0.0
ARHGEF17,0.0,0.0,0.0,0.0,0.0,0.54351836,0.0,0.0
RAB6A,0.3377048,0.56351125,0.29626763,0.0,0.23652743,0.0,0.27457747,0.269369
COA4,0.3478356,0.0,0.42541328,0.0,0.41436327,0.45069075,0.44116914,0.44153532
UCP2,0.0,0.0,0.0,0.0,0.84352547,0.0,0.0,0.0
SPCS2,0.9562013,1.0853677,1.2848256,1.305131,1.0625672,1.1505911,1.1570103,1.1694969
SLCO2B1,0.0,0.0,0.0,0.0,1.0372958,0.0,0.0,0.0
RPS3,3.5370207,3.1498,2.956456,3.4993784,2.8663616,2.9760613,2.9490857,3.2356973
SERPINH1,0.6569021,0.37179026,0.6429484,0.0,0.0,0.5913106,0.4424593,0.44153532
UVRAG,0.0,0.5516759,0.0,0.0,0.0,0.0,0.0,0.0
LRRC32,0.73342144,0.3798203,0.0,0.0,0.0,0.37322205,0.38626647,0.0
PAK1,0.0,0.0,0.0,0.0,0.50117123,0.0,0.0,0.0
CLNS1A,0.25292158,0.0,0.3793318,0.0,0.40835303,0.0,0.33859134,0.0
RSF1,0.75306606,0.8531306,0.6421572,0.0,0.39532065,0.65293133,0.725937,0.7141387
AAMDC,0.0,0.7050045,0.4671341,0.0,0.0,0.42158183,0.5218224,0.0
NDUFC2,1.1148295,1.3956671,0.9822812,0.92836607,0.89953923,1.2671969,1.2026945,1.0288166
PRCP,1.2308166,0.25910547,0.4881429,0.0,0.4267357,0.0,0.0,0.0
PCF11,0.19313017,0.0,0.0,0.0,0.31336874,0.0,0.0,0.0
CCDC90B,0.4359418,0.46999612,0.39603513,0.0,0.30764943,0.0,0.61757904,0.0
TMEM126B,0.0,0.0,0.42109486,0.0,0.33421898,0.31597954,0.3565026,0.0
SYTL2,0.0,0.0,0.0,0.0,0.0,0.56009364,0.0,0.0
PICALM,0.57511395,0.5503681,0.0,0.0,0.6892699,0.4839743,0.34203798,0.0
HIKESHI,0.283628,0.0,0.42802078,0.0,0.0,0.58353424,0.5226873,0.46123344
PRSS23,0.6501261,0.0,0.5801917,0.0,0.0,0.0,1.0303689,0.0
FZD4,0.51961493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSC,0.9420985,0.0,0.3950992,0.0,1.3876233,0.0,0.0,0.0
SMCO4,0.0,0.0,0.0,0.0,0.28891152,0.0,0.0,0.0
TAF1D,0.8209201,0.78952795,0.79975796,0.8038534,0.63151777,0.48747504,0.5410807,0.72096294
CWC15,0.5283388,0.45487127,0.55480766,0.0,0.4557677,0.5225197,0.507028,0.60481304
SRSF8,0.30175817,0.25905147,0.0,0.0,0.0,0.0,0.48168063,0.0
ENDOD1,0.25929502,0.0,0.0,0.0,0.0,0.59369624,0.5728285,0.37117603
SESN3,0.0,0.0,0.28715461,0.0,0.0,0.0,0.386334,0.53357667
MAML2,0.0,0.0,0.31446168,0.0,0.3641434,0.0,0.0,0.0
CCDC82,0.25245047,0.4461814,0.31782788,0.0,0.3620443,0.32447106,0.0,0.0
ARHGAP42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36268118
CEP126,0.0,0.0,0.412633,0.0,0.0,0.0,0.0,0.0
YAP1,0.0,0.26235965,0.0,0.0,0.0,0.51144075,0.54164374,0.4538422
BIRC2,0.0,0.0,0.2003581,0.0,0.43656987,0.0,0.0,0.0
TMEM123,0.6562538,0.69891334,0.4840579,0.19705525,0.7616528,0.37186366,0.356201,0.5441052
PDGFD,0.0,0.6766171,0.7023519,0.0,0.0,0.0,0.0,0.0
CASP4,0.55626184,0.48821545,0.42474377,0.0,0.41474646,0.0,0.0,0.0
CASP1,0.0,0.0,0.0,0.0,0.37701622,0.0,0.0,0.0
CARD16,0.39038897,0.56351125,0.0,0.0,0.48899472,0.0,0.0,0.0
AASDHPPT,0.0,0.24023159,0.0,0.0,0.0,0.0,0.0,0.0
CWF19L2,0.35728472,0.5241307,0.3108112,0.0,0.0,0.0,0.29723746,0.0
CUL5,0.22960192,0.0,0.22616293,0.0,0.0,0.0,0.0,0.0
ACAT1,0.4635718,0.0,0.42474377,0.0,0.0,0.48379534,0.5080412,0.0
ATM,0.0,0.0,0.0,0.0,0.5150138,0.0,0.0,0.0
RDX,1.6326439,1.177583,0.6851078,0.0,0.49140948,0.60521585,0.6773921,0.7379786
FDX1,0.0,0.0,0.0,0.0,0.36497647,0.0,0.0,0.0
CRYAB,0.0,0.0,1.0473276,0.0,0.0,1.8535275,2.1321416,0.8536979
HSPB2,0.0,0.0,0.0,0.0,0.0,0.48003072,0.22866297,0.0
DIXDC1,0.0,0.12731242,0.43456545,0.0,0.0,0.40405345,0.6107744,0.0
TIMM8B,0.5845299,0.44571635,0.5177059,0.0,0.5928987,0.7297566,0.63651216,0.64087963
SDHD,0.6706449,0.76921785,0.7173459,0.17256463,0.6569911,0.8641938,0.73869157,0.85429186
IL18,0.0,0.0,0.0,0.0,0.96197045,0.0,0.0,0.0
ZBTB16,0.0,0.0,0.73550874,0.0,0.0,0.73055077,0.5643167,0.48337796
NNMT,1.4311361,1.5460941,2.3994546,0.0,0.0,0.80383617,1.015596,0.7465133
REXO2,0.6229982,0.894166,0.9673598,0.0,0.0,0.6738234,0.82808733,0.64126235
PAFAH1B2,0.46528184,0.48821545,0.38208982,0.0,0.3078165,0.0,0.0,0.4538422
TAGLN,0.7951664,1.0902822,2.2605243,0.7268053,0.46649063,5.293871,5.185569,2.9934385
PCSK7,0.0,0.0,0.0,0.0,0.0,0.74076724,0.4235613,0.0
FXYD6,0.0,0.5182407,0.0,0.0,0.0,0.0,0.0,0.0
IL10RA,0.0,0.0,0.0,0.0,0.79689395,0.0,0.0,0.0
MPZL2,0.29715824,2.0580392,0.0,0.0,0.0,0.0,0.0,0.0
ATP5MG,1.4199135,1.3483868,1.2845799,1.6607096,1.7660445,1.770618,1.6105552,1.5252194
KMT2A,0.71994686,0.9086347,0.5889803,0.24044974,0.21444815,0.5636091,0.60716033,0.43073446
ARCN1,0.0,0.54045886,0.41151643,0.0,0.31807756,0.0,0.37426794,0.37536228
PHLDB1,0.0,0.0,0.59259117,0.0,0.0,0.0,0.0,0.62814236
DDX6,0.46655208,0.63042593,0.47664344,0.62870216,0.48281878,0.47397912,0.5534769,0.53983116
BCL9L,0.0,0.0,0.0,0.0,0.0,0.27808636,0.0,0.0
RPS25,3.2352934,3.0137753,2.8559089,3.1157565,2.8405175,2.9686413,3.0285707,2.8743565
TRAPPC4,0.0,0.0,0.35578823,0.0,0.0,0.448931,0.40959057,0.0
H2AX,0.0,0.0,0.0,0.19064054,0.3456046,0.0,0.0,0.0
CBL,0.0,0.0,0.0,0.0,0.23142973,0.0,0.0,0.0
MCAM,0.5027579,1.0866894,0.0,0.0,0.0,2.454514,2.0837646,0.0
THY1,0.0,0.0,0.6383929,0.0,0.0,0.0,0.0,0.0
OAF,0.0,0.0,0.4612118,0.0,0.0,0.0,0.0,1.0336349
ARHGEF12,0.45677915,0.61241424,0.0,0.0,0.0,0.0,0.0,0.0
HSPA8,1.5462031,1.2525845,1.1221201,1.8304517,1.9181297,1.5197761,1.3522747,1.431519
CLMP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41222757
TBRG1,0.0,0.0,0.2871747,0.0,0.3616403,0.0,0.0,0.0
NRGN,0.0,0.0,0.0,0.0,0.0,1.1340215,0.0,0.0
ESAM,1.2851251,1.198806,0.0,0.0,0.0,1.0413406,0.6563059,0.0
ROBO4,0.21518114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEZ1,0.0,0.38325334,0.7684884,0.0,0.0,0.0,0.45697296,0.0
EI24,0.34865147,0.0,0.24423027,0.0,0.0,0.4954344,0.426768,0.0
SRPRA,0.27643842,0.48342562,0.4890923,0.0,0.3437358,0.3109114,0.334067,0.0
ST3GAL4,0.0,0.0,0.39046603,0.0,0.0,0.0,0.0,0.5891767
ETS1,0.80007845,0.2905693,0.0,0.0,0.0,0.0,0.0,0.0
FLI1,0.5099739,0.37179026,0.0,0.0,0.33681953,0.0,0.0,0.0
APLP2,0.9854621,1.2165669,1.1143339,0.0,1.5476985,0.9412219,1.2618017,0.43073446
JAM3,0.0,0.0,0.3004901,0.0,0.0,0.0,0.42380273,0.53357667
THYN1,0.0,0.0,0.0,0.0,0.0,0.0,0.33221024,0.269369
ZMYND11,0.18855074,0.46316883,0.32624185,0.0,0.0,0.0,0.3779173,0.0
IDI1,0.0,0.0,0.0,0.0,0.41188335,0.0,0.0,0.0
KLF6,0.93078995,0.74627995,0.8519728,1.2042121,1.5741163,1.0333434,0.7729342,1.0616281
ENSG00000233117,0.0,0.0,0.0,0.0,0.0,0.0,0.18393497,0.0
AKR1C1,0.0,0.0,1.407349,0.0,0.0,0.0,0.0,0.8740711
AKR1C2,0.0,0.0,0.4259007,0.0,0.0,0.0,0.0,0.0
AKR1C3,0.78382945,0.62405217,0.7673892,0.0,0.0,0.0,0.0,0.6074265
NET1,0.23070875,0.0,0.0,0.0,0.0,0.95355135,0.5717517,0.0
GDI2,0.83296865,0.83835757,0.88592947,0.71401036,1.0515593,0.7355466,0.80846417,0.8162445
RBM17,0.7858456,0.69891334,0.47746685,0.1357007,0.5627949,0.5021649,0.46637982,0.4780542
PFKFB3,0.0,0.0,0.0,0.0,0.31491107,0.0,0.0,0.0
ATP5F1C,0.8801384,0.78308517,0.8715019,0.91267717,1.0501441,1.2088412,1.048522,0.9388291
CELF2,0.0,0.3629207,0.75521237,0.8890189,0.9045658,0.0,0.38440922,0.617684
UPF2,0.44707108,0.0,0.3565187,0.0,0.3725258,0.0,0.33509514,0.0
NUDT5,0.0,0.0,0.34891438,0.0,0.35164192,0.0,0.0,0.0
CDC123,0.0,0.0,0.0,0.0,0.3902502,0.33687848,0.30448222,0.0
CCDC3,0.0,0.0,0.0,0.0,0.0,1.081954,1.2671434,0.0
OPTN,0.4819648,0.4238392,0.5260915,0.0,0.0,0.77504325,0.8171233,0.0
FRMD4A,0.0,0.0,0.0,0.0,0.35490745,0.0,0.0,0.0
FAM107B,0.0,1.3283195,0.0,0.3067468,0.57998353,0.35155696,0.0,0.0
ITGA8,0.0,0.0,0.0,0.0,0.0,0.7292841,1.8058175,0.0
RSU1,0.35283932,0.0,0.29914072,0.0,0.41150498,0.7581846,0.7752801,0.0
VIM,3.9738693,3.987199,4.1556444,3.2398593,3.580404,4.105913,4.6593437,4.212589
ST8SIA6,0.0,0.78753126,0.0,0.0,0.0,0.0,0.0,0.0
HACD1,0.0,0.0,0.0,0.0,0.0,0.4113167,0.6031461,0.0
MRC1,0.0,0.0,0.0,0.0,1.6203101,0.0,0.0,0.0
PLXDC2,0.5553424,0.8809238,0.76998514,0.0,1.0764421,0.0,0.6614401,0.0
DNAJC1,0.481468,0.6680358,0.60346806,0.0,0.0,0.0,0.0,0.0
COMMD3,0.0,0.0,0.36980844,0.0,0.38664395,0.0,0.33572704,0.0
PIP4K2A,0.0,0.0,0.0,0.0,0.40367317,0.0,0.0,0.0
MSRB2,0.0,0.0,0.5151571,0.0,0.38763028,0.6317721,0.6622237,0.0
OTUD1,0.0,0.0,0.0,0.0,0.31066492,0.0,0.0,0.0
ARHGAP21,0.0,0.5028999,0.7605057,0.0,0.0,0.0,0.32428336,0.4481535
APBB1IP,0.0,0.0,0.0,0.0,0.7615769,0.0,0.0,0.0
ABI1,0.0,0.0,0.0,0.0,0.5127866,0.0,0.0,0.0
YME1L1,0.5144688,0.6170153,0.489459,0.8033795,0.69348484,0.4029651,0.3791135,0.4780542
RAB18,0.0,0.3245487,0.29910916,0.0,0.35987443,0.36906993,0.47663766,0.0
WAC,0.61936855,0.6369104,0.5279964,0.0,0.5436769,0.507989,0.49624974,0.6370363
SVIL,0.0,0.0,0.48564032,0.0,0.0,0.60123414,1.4244735,0.0
JCAD,0.0,0.63117445,0.0,0.0,0.0,0.0,0.0,0.0
MAP3K8,0.0,0.0,0.0,0.0,0.5162778,0.0,0.0,0.0
ZEB1,0.7190598,0.7371818,0.68451047,0.0,0.0,0.47397912,0.67546594,0.6655381
KIF5B,0.89714503,1.1303464,0.777641,0.2089845,0.9202147,1.0788116,1.2246232,1.0333433
EPC1,0.44245166,0.5622589,0.41750008,0.0,0.23713228,0.3835436,0.25246412,0.48918992
ITGB1,1.5648153,1.8243648,1.6371062,0.98733383,1.2249908,2.2681856,2.470879,1.2964778
NRP1,0.80464524,0.80119383,0.409792,0.0,0.8804827,0.5646548,0.0,0.0
CREM,0.0,0.0,0.0,0.0,0.68557173,0.0,0.0,0.0
CCNY,0.43294132,0.46316883,0.2945037,0.0,0.28299162,0.0,0.0,0.0
CSGALNACT2,0.0,0.0,0.0,0.0,0.3843345,0.0,0.0,0.0
HNRNPF,0.8079902,0.78652054,0.6386776,0.8137351,0.9666023,0.69555587,0.61219186,0.77158695
ZNF32,0.0,0.0,0.0,0.0,0.0,0.0,0.32969296,0.0
CXCL12,1.0780714,0.0,0.9299542,0.0,0.0,1.0213953,0.0,0.0
RASSF4,0.0,0.0,0.0,0.0,0.9267366,0.0,0.0,0.0
DEPP1,0.0,0.0,0.0,0.0,0.0,0.58793265,0.0,0.0
ZNF22,0.5084504,0.41380203,0.37237847,0.0,0.0,0.41291142,0.0,0.31978545
ALOX5,0.0,0.0,0.0,0.0,0.7544806,0.0,0.0,0.0
NCOA4,0.4281829,0.48471588,0.0,0.0,0.7867703,0.35137308,0.18410885,0.0
TMEM273,0.6532332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKG1,0.0,0.0,0.0,0.0,0.0,0.74594533,0.96060133,0.0
CISD1,0.0,0.0,0.5551317,0.0,0.0,0.21171314,0.0,0.0
UBE2D1,0.0,0.0,0.0,0.0,0.34181362,0.0,0.0,0.0
TFAM,0.21555904,0.402471,0.0,0.0,0.0,0.0,0.0,0.0
BICC1,0.0,0.0,0.8751513,0.0,0.0,0.0,0.0,0.68131095
CCDC6,0.0,0.0,0.0,0.0,0.0,0.0,0.29640293,0.0
ARID5B,0.70453894,1.3823324,1.2072241,0.0,0.28887874,1.4802785,0.69115317,0.7996737
JMJD1C,0.65848315,0.5274403,0.61346567,0.0,0.77940965,0.38370025,0.4165605,0.4843807
REEP3,0.0,0.5516759,0.4958993,0.0,0.38794756,0.54451525,0.7056916,0.48254558
HNRNPH3,0.699765,0.7050045,0.6926601,0.45285273,0.6123466,0.88852423,0.8290745,0.7743494
CCAR1,0.40463364,0.0,0.0,0.0,0.35238627,0.0,0.0,0.0
DDX50,0.0,0.0,0.28155234,0.0,0.0,0.0,0.295591,0.0
DDX21,0.7896987,0.6921985,0.71484435,0.21178493,0.853969,0.4573691,0.4467184,0.43073446
SRGN,1.4290218,2.3574412,0.0,1.8413835,2.6616764,0.0,0.0,0.0
VPS26A,0.3076256,0.38700745,0.37235743,0.0,0.4785205,0.39173627,0.41599363,0.0
HK1,0.0,0.0,0.0,0.0,0.38573027,0.0,0.51015985,0.0
SAR1A,0.19849125,0.52270126,0.5761272,0.0,0.30467057,0.3953365,0.4853156,0.45447168
PPA1,0.9586492,0.74184567,0.9579798,0.23515013,0.3384901,0.79335475,0.712904,1.069107
EIF4EBP2,0.0,0.0,0.44702306,0.0,0.0,0.0,0.0,0.41222757
PCBD1,0.0,0.43819284,0.3835584,0.0,0.41324276,0.52762544,0.7753591,0.37536228
VSIR,0.41997403,0.0,0.5056168,0.0,0.81643844,0.44434792,0.0,0.52376556
PSAP,1.2597573,1.6037027,2.0298903,1.1823981,2.5949805,1.2464375,1.7258685,1.6291753
ANAPC16,1.0594068,1.0749195,0.89979887,1.1006833,0.9401505,1.2949523,1.3266224,1.0145375
DDIT4,1.4498165,1.0613499,1.0128407,1.8537456,0.8349503,0.64529884,0.0,1.6973221
MICU1,0.0,0.3801564,0.0,0.0,0.0,0.0,0.0,0.0
P4HA1,0.0,0.0,0.39972374,0.0,0.43454623,0.0,0.0,0.0
MRPS16,0.0,0.0,0.0,0.0,0.37440968,0.3857305,0.06955156,0.0
ANXA7,0.60940224,0.7922951,0.7364152,0.3541628,0.69948184,0.8027711,0.9815625,0.65690166
MYOZ1,0.0,0.0,0.0,0.0,0.0,0.0,0.33899456,0.0
CHCHD1,0.33315718,0.0,0.34750807,0.0,0.48457217,0.4146304,0.35273814,0.47633687
CAMK2G,0.0,0.0,0.0,0.0,0.0,0.43470955,0.5756841,0.0
PLAU,0.0,0.0,0.0,0.0,0.50253975,0.0,0.0,0.0
VCL,0.0,0.6935975,0.3206802,0.0,0.0,1.0010762,1.1325754,0.48337796
VDAC2,0.7959442,0.95723784,0.851992,0.8575613,0.9469143,1.242147,1.1668478,0.9073107
KCNMA1,0.0,0.0,0.0,0.0,0.0,0.0,0.5256953,0.0
RPS24,3.722574,3.3009262,3.2231796,3.448666,3.48167,3.2022433,3.1428943,3.2914608
ZMIZ1,0.2560205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZCCHC24,0.0,0.4238392,0.60953295,0.0,0.0,0.0,0.0,0.5963395
PLAC9,0.8690978,0.47470096,2.1654482,0.0,0.0,2.280338,1.4390447,2.6006665
ANXA11,0.63509774,0.0,0.63045466,0.22708508,0.72522205,1.0367377,0.9416508,0.75862193
PRXL2A,0.53826404,0.6082647,0.0,0.0,0.0,0.49292982,0.0,0.36131662
TSPAN14,0.5652454,0.33877373,0.0,0.0,0.39207068,0.0,0.0,0.0
GHITM,0.6815161,0.6766171,0.68140745,0.59687907,0.840958,1.0090506,0.9321881,0.63977665
CCSER2,0.0,0.65304524,0.49625006,0.0,0.0,0.402497,0.57091296,0.0
WAPL,0.0,0.0,0.0,0.0,0.38934958,0.0,0.0,0.0
MMRN2,1.1571038,1.3206203,0.0,0.0,0.0,0.0,0.0,0.0
SNCG,1.3486935,0.79284656,0.0,0.0,0.0,1.2503722,1.0929399,0.0
ADIRF,2.5977407,2.3325796,1.4321419,0.0,0.0,3.9675117,3.675686,2.7207782
GLUD1,0.36826724,0.37332073,0.5115868,0.0,0.53478956,0.3844207,0.3813818,0.6561794
PAPSS2,0.0,0.75293237,0.0,0.0,0.0,0.0,0.0,0.0
ATAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.21707174,0.0
PTEN,0.47780988,0.7649752,0.7925047,0.0,0.70615995,1.1829475,0.71750784,0.83098924
ACTA2,0.0,0.37179026,0.4088605,0.0,0.0,4.3521404,4.3099017,0.7155248
LIPA,0.23481551,0.0,0.0,0.0,1.0260751,0.0,0.0,0.0
PCGF5,0.0,0.53099495,0.0,0.0,0.0,0.3771462,0.68673456,0.0
